卷名,章节名,type,tag,summary,core
燕山纪氏,为祸,矛盾展现 | 环境铺陈,冲突、设定,翼蛇大妖（千年先天生灵大妖）为祸燕山，屠戮金刀部落。翼蛇之祸引发纪氏关注，为后续纪宁与翼蛇的恩怨埋下导火索。,翼蛇之祸引入，恩怨线导火索埋设。
燕山纪氏,买剑,设定展开 | 人物心理,情感、设定,纪宁前往万剑城购买兵器，选中三柄北冥剑——品质不俗的剑器法宝。买剑过程中展现万剑城的繁华和修仙者世界的器物体系。,北冥剑获取，万剑城器物体系展开。
燕山纪氏,翼,矛盾展现 | 转折高潮,冲突、高潮,翼蛇丧子——幼子赤芒被捉，翼蛇暴怒誓要报复。翼蛇之怒与纪宁的命运开始交织，恩怨正式结下，为第二卷的正面冲突做铺垫。,翼蛇丧子之怒，恩怨正式结下。
东山大泽,入城,矛盾展现 | 环境铺陈,冲突、设定,金刀部落被翼蛇屠戮的消息传来，纪宁进入事发城邑查看惨状。满目疮痍的景象令纪宁愤怒，决心追踪翼蛇。,金刀部落惨状，纪宁追踪翼蛇的决心。
东山大泽,毙命,矛盾展现 | 人物心理,冲突、情感,纪宁查明翼蛇所为，追踪线索。在调查过程中进一步了解翼蛇的习性与大泽中妖兽的分布，为深入东山大泽做准备。,翼蛇线索追踪，大泽冒险准备。
东山大泽,生死,战斗描写 | 转折高潮,战斗、高潮,纪宁与翼蛇首次正面交锋，翼蛇一击断去纪宁左臂。纪宁重伤之际凭风翼遁法逃脱，生死一线间体会到先天大妖的恐怖实力差距。,翼蛇断纪宁左臂，实力差距的残酷认知。
东山大泽,纪一川的怒火,情感展现 | 战斗描写,情感、战斗,纪一川得知儿子断臂勃然大怒，施展残存实力追杀翼蛇。翼蛇恐惧逃入大泽深处，纪一川追杀未果但震慑了翼蛇。父子情深与父亲的隐藏实力初露端倪。,纪一川怒火追杀翼蛇，隐藏实力初露。
东山大泽,春草的父亲,人物引入 | 情感展现,人物、情感,春草（纪宁童年伙伴）的家世背景交代。春草父亲是黑牙部落的猎人，春草温柔善良，与纪宁青梅竹马。为后续春草之死的情感冲击做铺垫。,春草家世背景，青梅竹马情感铺垫。
东山大泽,纪宁和翼蛇,战斗描写 | 爽点设置,战斗、爽点,纪宁伤愈后主动出击，在翼蛇湖斩杀翼蛇幼子赤芒，报断臂之仇。纪宁以先天之力斩杀先天生灵级别的赤芒，展现成长后的实力。,斩杀赤芒报断臂之仇，实力成长展示。
东山大泽,一对七？,战斗描写 | 爽点设置,战斗、爽点,纪氏金剑大典上，纪宁以一人之力挑战七名部落天才。众人震惊于纪宁的实力，金剑大典成为纪宁扬名纪氏的舞台。,金剑大典一对七，纪宁扬名纪氏。
东山大泽,纪宁的剑,战斗描写 | 爽点设置,战斗、爽点,纪宁在金剑大典上击败七名天才，滴水经剑法威震全场。纪一川为纪宁赐下万里无踪符以备逃命之用，展现父亲对儿子深入大泽的担忧。,金剑大典胜出，万里无踪符获赐。
东山大泽,万里无踪符,设定展开 | 人物引入,人物、设定,纪一川赠纪宁万里无踪符——一次性的遁逃保命法宝。同时介绍符箓体系和纪一川在符箓上的造诣，为后续纪九火部署逃命路线做伏笔。,万里无踪符设定，符箓体系展开。
东山大泽,东山泽,环境铺陈 | 设定展开,设定,纪宁进入东山大泽历练。大泽中妖兽横行、危机四伏，环境描写展现蛮荒世界的残酷与壮阔。纪宁以大泽为磨刀石锤炼战力。,东山大泽环境铺陈，历练开始。
东山大泽,入大泽,环境铺陈 | 战斗描写,战斗、设定,纪宁深入大泽腹地，沿途斩杀大量妖兽。大泽深处的天地元气浓郁、妖兽实力递增，纪宁在实战中不断精进剑法和战斗本能。,深入大泽腹地，实战精进。
东山大泽,大开杀戒,战斗描写 | 爽点设置,战斗、爽点,纪宁在大泽中大开杀戒，斩杀数十头妖兽。水火联合攻击手段日趋成熟，纪宁的杀伐决断在血战中淬炼成型。,大泽大开杀戒，水火联合战术成熟。
东山大泽,纪宁战大妖,战斗描写 | 爽点设置,战斗、爽点,纪宁遭遇大泽中的先天生灵大妖水犀王，经历殊死搏斗后成功斩杀。这是纪宁首次斩杀先天生灵级别的大妖，实力里程碑。,首次斩杀先天生灵大妖水犀王，实力里程碑。
东山大泽,神兽'空青蛇妖',战斗描写 | 转折高潮,战斗、高潮,纪宁在大泽中遇到神兽空青蛇妖（空青蛇王），双方爆发激战。空青蛇王的实力远超水犀王，纪宁陷入苦战。铁木占暗中布阵设局。,空青蛇王激战，铁木占暗中设局。
东山大泽,天人合一,悟道 | 转折高潮,修炼、高潮、爽点,"纪宁在与空青蛇王的战斗中突破至""天人合一""境界，剑法与天地之力融为一体。突破后的纪宁实力大增，但铁木占的阴阳二气阵已暗中布下。",天人合一境界突破，剑法与天地融合。
东山大泽,收皮货,设定展开 | 环境铺陈,设定,纪宁在大泽中收集大量妖兽皮货材料，收获颇丰。途中遇到各色修仙者和猎人，展现大泽中的众生百态和修仙者世界的市井面貌。,大泽收获与众生百态，市井面貌展现。
东山大泽,剑气纵横,战斗描写 | 矛盾展现,冲突、战斗,万鲂（先天生灵修仙者）向纪宁发起挑战，双方剑气纵横激战。万鲂实力不俗但最终被纪宁击退，纪宁之名在大泽中传开。,万鲂挑战击退，纪宁之名传开。
东山大泽,阴阳二气阵,矛盾展现 | 转折高潮,冲突、高潮,铁木占施展阴阳二气阵困住空青蛇王，纪宁误入阵中被困。铁木占设局的目的和实力初露，纪宁被迫退阵逃亡，危机四伏。,铁木占阴阳二气阵困纪宁，危机四伏。
池边悟道,满腔杀意,人物心理 | 矛盾展现,冲突、情感,纪宁从阴阳二气阵中脱困，满腔杀意誓要杀铁木占。空青蛇悟虚空穿梭逃脱，纪宁独自面对铁木占和犴兽的追杀。,脱困后的满腔杀意，追杀危机。
池边悟道,池边悟道,悟道 | 转折高潮,修炼、高潮、爽点,"纪宁在逃亡中于一处池塘边静坐悟道，触摸到""道之真意""——对天地大道的根本领悟。悟道过程中纪宁的神魂达到前所未有的清明状态。",池塘悟道，触摸道之真意。
池边悟道,水火天降孕先天,悟道 | 转折高潮,修炼、高潮、爽点,铁木占追至打断悟道，纪宁在生死之际突破先天神魔之躯——水火天降孕先天，身体发生质变。太阴太阳之力在体内凝聚，神魔炼体达先天圆满。,先天神魔之躯突破，水火天降孕先天。
池边悟道,水火莲花,战斗描写 | 爽点设置,战斗、爽点,"纪宁突破后以""水火莲花""杀招斩杀犴兽。水火莲花由太阴太阳之力凝聚，上下莲叶相反旋转绞杀，成为纪宁的核心攻防手段。",水火莲花杀招首次施展，斩杀犴兽。
池边悟道,梅花扑鼻香,战斗描写 | 爽点设置,战斗、爽点,"纪宁以""滴水穿石""一剑斩杀铁木占，报大泽追杀之仇。滴水穿石是滴水经最强杀招，蕴含滴水真意的极致一击。",滴水穿石斩铁木占，大泽追杀之仇得报。
池边悟道,归途,环境铺陈 | 人物心理,情感、设定,"纪宁斩杀铁木占后踏上归途，途中参悟风翼遁法""大鹏图""，身法大进。归途中的思考展现了纪宁对未来修炼方向的规划。",归途参悟大鹏图，身法大进。
池边悟道,黑牙部落,环境铺陈 | 人物引入,人物、设定,纪宁途经黑牙部落，见到春草的弟弟青石。黑牙部落的生活场景和部落间的关系得到展现，为春草之死的真相揭示做铺垫。,黑牙部落与青石，春草之死铺垫。
池边悟道,春草,情感展现 | 转折高潮,情感、高潮,春草之死真相揭晓——江禾骗春草之弟米娃破丹田，春草为保弟弟服毒自尽。纪宁得知真相后悲痛欲绝，誓杀江禾报仇。全书第一个核心情感驱动点。,春草之死真相，全书首个情感驱动点。
池边悟道,江边部落,环境铺陈 | 矛盾展现,冲突、设定,纪宁前往江边部落追查江禾。江边部落的环境和势力格局展现，江禾的恶行逐步浮出水面。,江边部落追查江禾，恶行浮出水面。
池边悟道,塌城墙,战斗描写 | 爽点设置,战斗、爽点,纪宁在塌城墙处找到江禾，将其斩杀并为春草报仇。纪宁以曝刑三日的方式惩罚江禾，展现复仇的决绝。,斩杀江禾为春草报仇，曝刑三日。
池边悟道,为了部落,矛盾展现 | 战斗描写,冲突、战斗,纪宁报仇后前往翼蛇湖挑衅翼蛇，在湖畔宣战。翼蛇不敢出战，纪宁以言语激将，展现少年意气和不畏强敌的胆魄。,翼蛇湖挑衅宣战，少年意气。
池边悟道,翼蛇湖,环境铺陈 | 设定展开,设定,纪宁在翼蛇湖探索时误入雎华仙人水府遗迹的入口。翼蛇湖的湖底洞穴和古老气息铺陈出遗迹的神秘感。,翼蛇湖水府遗迹入口发现。
池边悟道,翼蛇巢穴,环境铺陈 | 转折高潮,设定、高潮,纪宁穿过翼蛇巢穴进入水府遗迹廊道。翼蛇巢穴的描写展现千年大妖的底蕴，遗迹入口的阵法屏障令人惊叹。,穿越翼蛇巢穴，遗迹廊道开启。
池边悟道,水府,设定展开 | 战斗描写,战斗、设定,纪宁进入雎华仙人水府遗迹，面临第一关——八十一名金甲兵将的围攻。遗迹的宏伟规模和雎华仙人的传承设定正式展开。,水府遗迹第一关，雎华仙人传承展开。
池边悟道,原委,设定展开 | 人物引入,人物、设定,老牛（法宝之灵）讲述雎华仙人事迹——神魔时代散仙，活了数百万年，建此仙府收徒。三关考验的设计目的和前四任主人的来历交代。,雎华仙人事迹与水府三关考验设定。
池边悟道,父母的等待,情感展现 | 人物心理,情感,纪一川和尉迟雪在翼蛇湖畔焦急等待儿子闯关。父母的焦虑和牵挂展现深厚的家庭情感，与纪宁在遗迹中的冒险形成情感对照。,父母焦急等待，家庭情感对照。
池边悟道,道兵甲铠,战斗描写 | 设定展开,战斗、设定,纪宁闯遗迹第二关——九名道兵甲铠巨汉。道兵甲铠是雎华仙人以秘术炼制的傀儡兵将，实力强劲。纪宁以神念御物之术艰难过关。,水府第二关道兵甲铠，神念御物过关。
池边悟道,定生死,悟道 | 战斗描写 | 转折高潮,修炼、战斗、高潮、爽点,"纪宁闯遗迹第三关——黑毛碧眼怪物。纪宁全力一剑无法刺穿怪物皮毛，被一掌贯穿胸口。生死之际催动神念操控数千件法宝合力一击打伤怪物过关，但身受重伤。悟出""滴水真意""。",水府第三关生死一线，悟出滴水真意。
水府,他的等待,战斗描写 | 转折高潮,战斗、高潮,第三关黑毛怪物并非野兽，而是被植入魂魄的傀儡——拥有智慧却被困无尽孤寂。纪宁以神念操控数千件法宝合力一击打伤怪物肩膀，终于过关。,第三关黑毛怪物真身揭示，过关。
水府,第五任主人,设定展开 | 转折高潮,设定、高潮,纪宁穿过廊道进入数千丈高的大殿，黑色老牛（法宝之灵）现身。老牛告知纪宁是仙府第五任主人——前四任为神魔、未知人物、雎华仙人、垒展。需元神道人才能炼化随身携带。,纪宁成为水府第五任主人，传承资格确认。
水府,抄录,设定展开 | 悟道,修炼、设定、爽点,"老牛赠纪宁信符（神魔文字""右""字，需紫府境炼化开启仙库），传授观想法《内观日月光明佛》（纪宁因有女娲图未修炼），传授最重要的《小千剑阵》——千剑仙人心血所创。",水府信符与小千剑阵传承获取。
水府,小千剑阵,设定展开 | 悟道,修炼、设定、爽点,"纪宁详读小千剑阵——共九层，第九层需729口飞剑。核心秘诀在于""引领""——以神念引领阵基飞剑而非逐一操控。纪宁以血液画符纹于729件剑形法宝，确定日常施展第四层324口最稳妥。","小千剑阵九层体系与""引领""秘诀。"
水府,古老仪式,设定展开 | 爽点设置,爽点、设定,"老牛传授神魔血炼之术——以自身血液炼化兵器，七步仪式（请祖神、念咒、取千斤血、淬炼、凝纹、书""杀""字、养灵）。纪宁为三柄北冥剑行血炼，品质大增。老牛将纪宁送回翼蛇湖岛。",神魔血炼术传承，北冥剑品质提升。
水府,纪宁入水战翼蛇,战斗描写 | 情感展现,情感、战斗,纪一川感应到感应玉剑重新联通——儿子活着出来了，夫妇激动赶来。纪宁踏水入翼蛇湖底挑战千年大妖翼蛇，翼蛇现出数十丈真身迎战。纪宁以先天神魔之躯主动进攻。,感应玉剑联通确认平安，翼蛇湖决战开始。
水府,血染翼蛇湖,战斗描写 | 爽点设置 | 转折高潮,战斗、爽点、高潮,"纪宁以""滴水穿石""一剑刺穿翼蛇头颅边沿，翼蛇欲逃。纪宁果断施展小千剑阵第四层——324口飞剑凝聚剑芒从天而降贯穿翼蛇蛇头，翼蛇毙命。纪宁挖出妖丹收走尸体，为春草复仇成功。",小千剑阵斩翼蛇，春草复仇成功。
水府,纪宁的收获,设定展开 | 人物心理,情感、设定,纪宁向父母汇报全部收获——斩铁木占、悟出真意、得仙府传承。将数千件不入流法宝大部分交给父亲保管，《内观日月光明佛》交纪氏长辈收藏。商议接青石回西府城抚养。,水府收获汇报，青石抚养安排。
水府,安澶侯,设定展开 | 环境铺陈,设定,"纪一川夫妇讲述天下格局——大夏王朝统辖三千六百郡八百诸侯，燕山在安澶郡治下，安澶侯是这片土地主宰。雪龙山是宗门分支实力远超燕山各方。应龙卫成员至少万象真人。十座城邑藏有""臣子令""。建议纪宁将来拜入大能者门下。",大夏王朝天下格局与雪龙山势力展开。
水府,《阵法九卷》,设定展开 | 悟道,修炼、设定、爽点,"纪宁前往黑牙部落途中，在一处荒废洞府发现散仙""道炎""八万年阵法心得《阵法九卷》和剑法《清风篇》。纪宁发现前世地球理科思维与今生强大神魂结合极适合推演阵法，决定暂留参悟。",阵法九卷获取，理科思维推演阵法天赋。
水府,纪宁在此,环境铺陈 | 转折高潮,设定、高潮,纪宁参悟阵法基础后继续前行，抵达黑牙部落接青石。在部落中安置青石事宜，同时展现部落生活场景和纪宁对春草承诺的重视。,黑牙部落接青石，春草承诺履行。
水府,追踪,环境铺陈 | 矛盾展现,冲突、设定,"纪宁追踪一支奴隶队伍进入黑雾迷阵，阵法极为诡异。迷阵中遇到被驯养的异兽""黑针""攻击，纪宁一剑斩杀。发现黑针身上有奴印——能驯养先天生灵异兽的至少是紫府修士。西府城中族长纪九火召集众人——二十三名先天生灵陆续失踪。",黑雾迷阵追踪，族人失踪危机浮现。
水府,紫府修士,设定展开 | 转折高潮,设定、高潮,"纪宁深入迷阵确认布阵者是紫府修士。尉迟雪无故晕倒——当年怀宁儿施展秘术的病根发作。纪九火（紫府修士）诊治束手无策。山腹深处""师尊""孛子善正在炼制大罪孽法宝——血红色布幡凝聚无数怨魂。",紫府修士布阵确认，孛子善炼罪孽幡曝光。
水府,师尊,人物引入 | 转折高潮,人物、高潮,孛子善感知纪宁闯入迷阵，命弟子小七出战。小七持拂尘攻击被纪宁水火莲花挡下，以遁术道符逃走。大师兄从寇氏领地抓来三名先天生灵献给师尊。失踪名单增至二十四人，包括纪宁箭术师傅蒙鱼。,孛子善师徒登场，蒙鱼失踪名单曝光。
水府,厉鬼,战斗描写 | 矛盾展现,冲突、战斗,"大师兄诱骗纪宁入山腹，以""醉龙涎""想迷倒纪宁——但神魔炼体之躯无效。大师兄持六棱长棍硬攻，交手中透露失踪二十四人完整名单，蒙鱼赫然在列。纪宁怒火爆燃。",大师兄诱骗交锋，完整失踪名单揭晓。
水府,族人,战斗描写 | 情感展现 | 转折高潮,情感、战斗、高潮,纪宁在密室中看到被囚禁的蒙鱼等族人——形销骨立凄厉呼喊纪宁快逃。纪宁以神念操控巨石砸向大师兄头部，趁机一剑贯穿其头颅斩杀。尸煞毒血对神魔之躯无效。山腹深处传来孛子善愤怒咆哮。,族人被囚惨状曝光，斩杀大师兄。
水府,杀的癫狂,转折高潮 | 人物心理,情感、高潮,"孛子善赐小七""蚀心散""——无色无味服下三天内必死无解。小七假意求饶接近纪宁，用拂尘缠瓷瓶在十丈距离砸碎，毒粉弥漫。纪宁吸入微量毒粉，心脏刺痛全身泛痛，神魂探查找不到毒素踪迹。",蚀心散之毒，三天必死危机。
水府,疯狂的嚎叫,悟道 | 情感展现,修炼、情感、爽点,"纪宁冷静分析——唯一活命希望是三天内破阵找大能者解毒。疯狂推演《阵法九卷》阵法模型。纪九火再诊尉迟雪——续命三个月。黑蛇乘青焰鸟在西府城上空喊话""主母病危""——师尊的攻心之计。",疯狂推演阵法破局，师尊攻心计。
水府,蚀心,悟道 | 转折高潮,修炼、高潮、爽点,"纪宁在极致愤怒与焦急下神魂反而达到前所未有的极致状态——推演速度暴增数倍。终于在毒发前悟出整座迷阵的阵法模型，拔起阵旗破阵。黑雾迷阵出现裂痕，孛子善从得意转为惊恐咆哮""杀！杀死他！""",极致状态破阵，孛子善惊恐。
水府,等着孩儿,情感展现 | 人物心理,情感,"纪宁破阵而出，心中只有一个念头——""等着孩儿，母亲！""带着对母亲的牵挂、对师尊的杀意、对族人的责任，即将直面师尊孛子善。第四卷至此结束，留下诸多悬念。",破阵而出直面孛子善，母亲牵挂驱动。
紫府修士,杀！杀！杀！,战斗描写 | 转折高潮,战斗、高潮,"纪宁破阵后孛子善麾下六名弟子和大量仆从绝望围攻。纪宁以无尽火焰焚杀仆从，一剑一个斩杀先天生灵。俊美少年凄厉下令开启""蛟龙道兵""——万余名道兵涌出，八名先天生灵结阵成八条蛟龙虚影。",破阵后大战，蛟龙道兵围攻。
紫府修士,小千剑阵，杀！,战斗描写 | 爽点设置,战斗、爽点,高空黑蛇和被囚族人都焦急喊纪宁快逃。纪宁祭出小千剑阵第四层——324口飞剑凝出剑芒如流星贯穿八名先天生灵道兵胸膛，道兵溃散。孛子善无奈放出黑毛僵尸——用紫府修士尸体炼制，环绕尸煞毒雾。,小千剑阵斩道兵，黑毛僵尸出场。
紫府修士,拼死之战,战斗描写 | 转折高潮,战斗、高潮,孛子善踏上舟船法宝拉开距离，以拂尘抵挡剑芒。纪宁施展小千剑阵第五层405口飞剑。孛子善放出蜂巢法宝——数十万金色毒虫铺天盖地涌来。纪宁以三朵水火莲花六层莲叶护体，毒虫层层穿透，被咬伤多处。决心拼死一击杀孛子善。,毒虫围攻危机，拼死一击决心。
紫府修士,孛子善，死,战斗描写 | 爽点设置 | 转折高潮,战斗、爽点、高潮,孛子善摇动半成品万鬼幡——无数厉鬼攻击纪宁魂魄。识海中纪宁观想女娲图——女娲娘娘散发光芒笼罩厉鬼令其戾气消散投胎转世（大功德）。纪宁趁机施展小千剑阵第六层486口飞剑突破极限，四缕剑芒齐射——孛子善被刺穿身体、贯穿头颅毙命。万象真人木晓现身捏碎本命蛊虫。,女娲图超度厉鬼，小千剑阵斩孛子善。
紫府修士,万象真人,人物引入 | 设定展开,人物、设定,木晓真人自介绍乃大夏王朝应龙卫成员，追踪孛子善数月。识破纪宁并非紫府修士而是先天生灵但神魂达神念层次。邀请纪宁加入应龙卫预备军——赤明九天图先天生灵可直接入预备军。纪宁因母亲病危婉拒，收下应龙卫令牌。,木晓真人登场，应龙卫令牌获取。
紫府修士,归去,设定展开 | 人物心理,情感、设定,木晓真人取出孛子善遗物——蚀心散解药（纪宁吞服后毒素消散）、《炼蛊录》、虫巢法宝。木晓真人带走万鬼幡作为任务凭证，炼化收服黑毛僵尸。纪宁请木晓真人前往西府城救治母亲。,蚀心散解毒，请木晓真人救母。
紫府修士,见母亲,情感展现 | 转折高潮,情感、高潮,木晓真人驾绿叶载纪宁等人飞回西府城。蒙鱼等二十余名先天生灵都被废掉丹田但获救。木晓真人为尉迟雪诊断——并非得病而是生机消耗近乎殆尽，只剩三个月寿命。要救需让凡人延寿的仙丹，怕是只有仙人才能拿出。,族人获救，母亲仅余三月寿命的诊断。
紫府修士,学会承受,情感展现 | 人物心理,情感,木晓真人离开前告诫纪宁修仙者需承受亲人老去死去之痛。纪宁赶往水府恳求老牛救母——雎华仙人活了数百万年亲人早亡并无延寿仙丹。水府之灵遵循规矩不允许拿出法宝。纪宁绝望而归，发誓陪母亲度过最后时光。,求水府救母遭拒，绝望中学会承受。
紫府修士,温暖,情感展现 | 转折高潮,情感、高潮,纪一川告知纪宁往事——舅舅尉迟山（紫府修士）为救他们施展禁术身死，仇人是雪龙山弟子其祖父为元神道人。尉迟雪缝制十二套兽皮衣留给纪宁。临终前要求看纪宁施展风翼遁法——纪宁将风之真意融入，施展出大鹏鸟般身法。尉迟雪在幻象中与家人团聚安详离世。纪宁将骨灰撒入翼蛇湖。,母亲安详离世，舅舅牺牲真相与复仇线埋设。
紫府修士,深不可测,悟道 | 人物引入,人物、修炼、爽点,"时光飞逝近五年。纪宁居住翼蛇湖明心岛，日常躺在湖上小船随波飘荡（实为神融天地参悟道）。宗府年轻一代六名天才来拜见纪宁。纪墨（宗府第一人）透露影婆婆曾来考察纪宁，评价其剑法""深不可测""。","五年神融天地苦修，影婆婆评价""深不可测""。"
紫府修士,纪宁的剑,爽点设置 | 悟道,修炼、爽点,"纪宁在练剑坪以一指弹飞纪墨的万剑曲一剑，随后施展真正的万剑曲真谛——剑影如音符化为歌曲，先喜悦欢快再无尽杀意。纪宁点拨""曲""是万剑曲的魂。纪墨当场跪拜求师，其他五人也无比谦逊。",万剑曲真谛展示，纪墨跪拜求师。
紫府修士,天地剧变,转折高潮 | 环境铺陈,设定、高潮,纪宁评估自身实力——小千剑阵已能施展第九层729口飞剑（攻击力达紫府圆满），但真元消耗太快不持久。黎明时分北方数千里传来剧烈天地元气波动，如石子投入水中产生涟漪扫荡数千里。纪一川赶来，二人急速赶去。,小千剑阵第九层评估，天地元气剧变。
紫府修士,仙人,人物引入 | 设定展开,人物、设定,天地元气漩涡源头在万剑城南方千里荒野。火龙道人突破返虚成就地仙。北山落霄（安澶侯北山氏族人，活了数万年的散仙）恭喜邀请。纪九火、影婆婆、老仆阿醒乘大葫芦赶到，阿醒遁地探查发现地底有大量元石和上品元石——一条元石矿脉。,火龙道人成地仙，元石矿脉发现。
紫府修士,大型矿脉,设定展开 | 矛盾展现,冲突、设定,纪宁和纪一川赶来。纪九火召集众人分工探查——纪宁用水火莲花钻地深入三百余里仍在矿脉中。矿脉方圆四千多里、深三百余里——绝对是一座大型元石矿脉，价值远超纪氏全部族产。纪九火忧心忡忡：这是大祸，最怕雪龙山。,大型元石矿脉规模确认，雪龙山威胁忧虑。
紫府修士,雪龙山,矛盾展现 | 人物引入,人物、冲突,雪龙山燕山分支五名紫府修士——洞子启（最强，紫府圆满）、木泗、巨散、禾鲂禾杏兄妹——也探查到矿脉规模。洞子启提出夺下万剑城臣子令。洞子启在燕山城驻军将军处有人脉可拖延时间。五人决定威逼纪氏，反抗就灭族。,雪龙山五名紫府修士登场，灭族威胁。
紫府修士,交锋,矛盾展现 | 转折高潮,冲突、高潮,洞子启带四名紫府修士降临纪氏。纪九火低姿态应对，提出将矿脉转让大夏王朝分得三成。洞子启强硬要求交出臣子令。纪九火提议立天道誓言被拒。洞子启暗中传命木泗突然出手擒拿纪宁——纪宁是纪氏未来的支柱。,纪氏与雪龙山正面交锋，木泗偷袭纪宁。
紫府修士,思念！丝雨成线！,战斗描写 | 爽点设置 | 情感展现,情感、战斗、爽点,"木泗施展万古青藤术——无数藤蔓从地下冒出缠绕纪宁拖入地底。纪宁在地底施展最强剑招""思念！丝雨成线！""——脱胎于滴水经却远超，蕴含对母亲无尽思念。剑光斩断大量藤蔓破土而出。雪龙山五人震惊——万古青藤术连巨散都破不开竟被少年破解。",思念丝雨成线破万古青藤术，母亲思念驱动。
紫府修士,纪氏的退让,矛盾展现 | 情感展现,冲突、情感,"洞子启以""切磋""掩饰偷袭。纪九火传音分析——签约需时间，期间可能遭灭顶之灾。纪九火提出最后底线——""背井离乡""：用万剑城臣子令换另一座城邑的臣子令。雪龙山五人传音商议——各分支不愿牺牲自己的城邑，决定直接威逼灭族。",纪氏退让底线，雪龙山决意灭族。
紫府修士,分割,战斗描写 | 转折高潮,战斗、高潮,纪九火突扔六颗雷火珠令五人闪避时拉开距离，随即启动提前布下的迷阵——将五人完全分割开。纪九火部署：非紫府修士回万剑城保存血脉，纪冬泽去燕山城上禀大夏王朝，纪宁势头不对就凭万里无踪符逃走。纪九火率纪宁、影婆婆、阿醒围攻禾鲂兄妹。,纪九火迷阵分割雪龙山五人，各个击破战术。
