卷名,章节名,type,tag,summary,core
一夜觉醒,赔偿金,爽点设置 | 矛盾收束,冲突、爽点,张昊白家族迫于压力赔偿罗峰100万华夏币。罗峰用这笔钱改善家庭生活。张昊白被家族严厉警告不得再招惹罗峰。罗峰与张昊白的矛盾暂时收束。,赔偿金的爽点，张昊白对手线暂时收束。
一夜觉醒,血影战刀,设定展开 | 装备获取,奖励、设定,罗峰在极限之家商城购买装备——血影战刀（5系战刀，重101kg），以及5系作战服、护臂、战靴等。装备价格体系展开：1-9系对应H-S级，9系全价数亿。罗峰的拳力测试达3109kg，已接近战士级武者标准。,装备体系设定，血影战刀获取，拳力数据确认。
一夜觉醒,激动的江年,情节推进 | 人物引入,人物,极限武馆武者江年得知罗峰实力数据后激动——罗峰天赋极高，有望成为战将级甚至战神级武者。江年开始关注罗峰。罗峰准备参加武者实战考核。,江年人物引入，罗峰天赋被武馆高层关注。
一夜觉醒,武者的等级,设定展开 | 世界观铺陈,设定,"完整展开武者等级体系——战士级（初/中/高级）、战将级（初/中/高级）、战神级（初/中/高级），以及超越战神级的存在。各级别对应拳力、速度、神经反应的数据标准。洪和雷神是超越战神级的存在。原文标注""第一集结束""。",武者等级体系完整设定，第一集结束标记。
一夜觉醒,诸葛韬,情节推进 | 人物引入,人物,江南基地市极限武馆四大巨头之一诸葛韬（高等战将级）破格审核罗峰的武者资格，给予秘籍购买额度1亿华夏币。诸葛韬看好罗峰的潜力。罗峰正式进入武者体系。,诸葛韬人物引入，罗峰获得破格待遇。
一夜觉醒,搬家,爽点设置 | 情感展现,情感、爽点,罗峰成为武者后收入大增，全家从36平米廉租房搬入明月小区512平米别墅。父亲罗洪国喜极而泣，母亲龚心兰激动不已，弟弟罗华终于有自己的大房间。明月小区是武者小区，安全有保障。,搬入别墅的爽点，家庭条件改善的情感高潮。
一夜觉醒,武者实战考核,设定展开 | 情节推进,设定,罗峰参加武者实战考核出发准备。四大势力（极限武馆、雷电武馆、HR联盟、安全局）在考核现场宣传招揽新武者。武者实战考核在荒野区边缘的怪兽小镇进行。,武者实战考核设定，四大势力介绍。
一夜觉醒,怪兽小镇,环境铺陈 | 情节推进,设定,罗峰到达怪兽小镇准备实战考核。邬通叮嘱罗峰磨练心性不要冲动。万冬——另一名新武者挑衅罗峰被冷拒。怪兽小镇是基地市与荒野区的缓冲地带，怪兽出没但数量较少。,怪兽小镇环境铺陈，万冬对手线引入。
一夜觉醒,第一次杀戮,战斗描写 | 人物心理,情感、战斗,罗峰在怪兽小镇第一次杀戮——铁毛野猪。心颤但迅速调整心态。罗峰刻意压制实力到1000kg/30m/s磨练身法。万冬目睹罗峰两刺秒杀影猫震惊不已。第一次面对怪兽的生死搏杀。,第一次杀戮的心理转变，实力刻意压制的磨练。
一夜觉醒,入微级,悟道 | 设定揭示,修炼、揭示、设定、爽点,"罗峰的身法被王衡从监控中发现达到""入微级""——最小幅度躲避最高效化。实际上罗峰用精神念力辅助闪避，是""变异入微级""。王衡决定挖人。身法四级体系首次提及：基础级→入微级→完美级→意境级。",入微级身法被发现的爽点，身法体系首次引入。
一夜觉醒,雷电武馆的邀请,矛盾展现 | 爽点设置,冲突、爽点,"雷电武馆邀请罗峰加入——特等培训合同+雷神亲自指点。王衡（雷电武馆）试图挖人。罗峰拒绝，坚守极限武馆。王衡告知万冬""三个你也比不过一个罗峰""。两大武馆对罗峰的争夺。",两馆争夺罗峰的爽点，罗峰忠诚度的展现。
一夜觉醒,极限之家,设定展开 | 爽点设置,爽点、设定,罗峰正式成为武者，极限之家首次登录。武者证号码426123205608010002。2000万华夏币到账。罗峰在极限之家浏览商城和精神念师相关信息。精神念师真相的进一步揭示。,正式武者身份确认，2000万到账的爽点。
一夜觉醒,罗峰头疼的根源,设定揭示 | 核心伏笔揭开,伏笔、揭示、设定,精神念师真相揭示——暗金色圆球是精神念力凝聚的固体形态，固体形态代表最高潜力。罗峰从小就头疼的根源正是精神念力在识海中凝聚固体过程中产生的压力。精神念师分为液体、雾化、固体三个层次，固体为最高。,头疼病伏笔揭开——精神念力固体形态，核心设定揭示。
一夜觉醒,买不买？,矛盾展现 | 设定展开,冲突、设定,罗峰在极限之家犹豫是否购买《九重雷刀》秘籍——前三重全价1亿华夏币。秘籍有红色警告：全球众多武者连第一重都入不了门。《九重雷刀》是雷电武馆馆主雷神创出的究级刀法功法。罗峰纠结是否冒险。,九重雷刀秘籍引入，购买的纠结矛盾。
一夜觉醒,昂贵的装备,设定展开 | 矛盾展现,冲突、设定,装备价格体系详细展开——2000万不够一套5系全价装备。张泽虎谈判（5000万vs500万私了）——张泽虎宁愿给国家一个亿也不三千万私了，谈判破裂。张泽虎与火锤小队的矛盾起源。,装备价格体系，张泽虎矛盾线引入。
一夜觉醒,谈判,矛盾展现 | 情节推进,冲突,张泽虎谈判彻底破裂。张泽虎的嚣张态度埋下后续虎牙小队暗算火锤小队的仇恨种子。火锤小队队长高风决定吸收罗峰加入。,谈判破裂推动火锤小队组建。
一夜觉醒,火锤小队,人物引入 | 情节推进,人物,"火锤小队成员介绍——队长""双风锤""高风、副队长""火炮""陈谷、""铁枪""张科、""双月弯刀""魏铁魏青兄弟。罗峰加入火锤小队。小队以近战配合著称，六人各有所长。",火锤小队全员引入，罗峰入队。
一夜觉醒,十重暗劲,悟道 | 设定展开,修炼、设定、爽点,罗峰启动《九重雷刀》修炼。暗劲极难领悟，罗峰转练18招基础刀法打基础。导引术九重浑源配合基因原能修炼效果明显。《九重雷刀》的暗劲体系——每多重一道暗劲，力道倍增。十重暗劲对应九重雷刀。,九重雷刀修炼启动，暗劲体系设定。
一夜觉醒,HR联盟商城,情感展现 | 爽点设置 | 情节推进,情感、爽点,"罗峰在HR联盟商城偶遇徐欣——高中暗恋对象。二人目光相对心生悸动，徐欣主动留话""你到时候一定过来""。火锤小队六人全副武装出发赴荒野区。原文标注""第二集结束""。",徐欣感情线推进，火锤小队出发荒野区，第二集结束标记。
一夜觉醒,荒野区,环境铺陈 | 世界观展开,设定,"火锤小队进入荒野区行军。途经武者补给基地E6号。偶遇张泽虎（正在养伤），双方对骂。张泽虎诅咒火锤小队""非死即重伤""。荒野区的黑暗法则——武者之间弱肉强食。",荒野区环境铺陈，张泽虎仇恨加深。
一夜觉醒,独角野猪,战斗描写 | 爽点设置,战斗、爽点,"火锤小队首战独角野猪。罗峰旋转劈刀劈入颈部五公分。火锤小队从怀疑罗峰到震撼""得到宝了""。魏家兄弟实战教学——攻击弱点眼睛、菊花、喉咙、嘴巴。",荒野区首战的爽点，火锤小队对罗峰的认可。
一夜觉醒,惊人的进步,悟道 | 战斗描写,修炼、战斗、爽点,罗峰在荒野区实战中飞速进步。身法、刀法、战斗经验快速提升。魏家兄弟传授攻击弱点的战术。火锤小队配合默契度增加。,罗峰实战进步的展示。
一夜觉醒,制高点,战术展现 | 设定展开,战斗、设定,火锤小队的制高点战术——高层天台+望远镜+狙击枪（陈谷远程狙击）。发现嗜血坦克（兽将级怪兽），陈谷远程狙击穿甲弹命中耳背要害。,制高点战术体系，陈谷狙击手角色展示。
一夜觉醒,兽将级怪兽,战斗描写 | 设定展开,战斗、设定,嗜血坦克的兽将级怪兽设定展开。兽将级怪兽比兽兵级强大得多，带领兽兵群作战。虎牙小队视角引入——追杀重伤银月凶狼进入0201号县城。,兽将级设定，虎牙小队视角引入。
一夜觉醒,怪兽的尸体,战斗描写 | 团队配合,战斗,抢夺嗜血坦克尸体——定时炸弹打乱兽群+高风重锤开路+陈谷机枪扫射+罗峰踹飞铁毛野猪救张科。火锤小队团队配合的精彩战斗。,团队配合战斗的爽点。
一夜觉醒,虎牙小队,矛盾展现 | 对手引入,冲突,"虎牙小队策略展示——""如果有人抢银月凶狼直接杀掉""。荒野区黑暗法则的残酷。虎牙小队成员介绍——队长潘亚、独眼中年人、张泽虎等六人。",虎牙小队作为对手的完整引入。
一夜觉醒,动手,矛盾爆发 | 战斗描写,冲突、战斗,双尾虎猫战斗——魏家兄弟被撞飞吐血，罗峰精神念力暗中辅助避开利爪，高风重锤硬拼。虎牙小队从500米外发现火锤小队。,双尾虎猫战斗，精神念力暗中辅助。
一夜觉醒,死亡危机,战斗描写 | 矛盾爆发 | 转折高潮,冲突、战斗、高潮,虎牙小队队长潘亚决定暗杀——两杆狙击枪同时瞄准火锤小队。九重雷刀第一重在生死间水到渠成突破——腰胯迸发第二道力道（14成力道）！精神念力双重作用（加速战刀+减速子弹）劈开穿甲弹。高风侥幸擦耳，张科右臂被炸飞。超过一千头怪兽围攻。,第一重突破+精神念力劈子弹的转折高潮，张科断臂。
一夜觉醒,滴血的飞刀,战斗描写 | 身份暴露,战斗、揭示,精神念师身份暴露——六柄飞刀悬浮。六柄飞刀绞杀三十余头怪兽。火锤小队震撼发现罗峰是精神念师。危机中罗峰展现出精神念师的恐怖战斗力。,精神念师身份在火锤小队内暴露，飞刀绞杀的战斗爽点。
一夜觉醒,休整,情节推进 | 设定揭示,揭示、设定,精神念师身份确认——张科分析罗峰精神念力为中级战将级。保密约定——示敌以弱。张科宣布退役告别——大涅槃时期儿时梦想、十多年武者生涯的疲倦、退出的理由。张科将出任区级极限武馆教官。,精神念师实力被分析，张科退役的情感转折。
一夜觉醒,银月凶狼,战斗描写 | 爽点设置,战斗、爽点,九重雷刀第一重在星空下验证。银月凶狼发现，罗峰独自追杀——精神念师踏物飞行+六柄飞刀战术（四柄迷惑两柄最强攻击）。罗峰首次展示精神念师全力战斗。,独自追杀银月凶狼的爽点，踏物飞行展示。
一夜觉醒,解剖,设定展开 | 情节推进,设定,解剖银月凶狼——皮毛防御惊人，5系战刀切不开，接近领主级。处理追踪信号。虎牙小队发现银月凶狼被抢，愤怒追杀。,银月凶狼材料价值设定，虎牙小队追杀。
一夜觉醒,补给基地,矛盾展现 | 情节推进,冲突,火锤小队回补给基地。与虎牙小队正面遭遇——高风挥锤冲过去被卫队制止。虎牙小队否认暗杀（火锤小队无证据憋火）。双方水火不容。,火锤与虎牙正面冲突，仇恨升级。
一夜觉醒,分钱,爽点设置 | 设定展开,爽点、设定,分钱——嗜血坦克1600万、双尾虎猫1200万、虎獒犬1000万。银月凶狼材料8亿华夏币成交（方经理检测高级兽将级接近领主级）。,分钱的爽点，银月凶狼8亿的震撼。
一夜觉醒,回归基地市，徐欣的背景,设定揭示 | 矛盾展现,冲突、揭示、设定,生命之水引出——300亿华夏币、地龙王精魄、有价无市、治弟弟执念点燃。回家团聚（张科妻女泪水）。9系飞刀两柄4500万。徐欣是HR联盟十二大家族徐家成员的背景曝光。,生命之水目标确立，徐欣背景曝光。
一夜觉醒,价格，狂喜,悟道 | 设定展开,修炼、设定、爽点,"九重雷刀修炼——基因原能吸收翻倍，暗劲发力让细胞深层参与运动""饭量""大增。最佳训练法：流光+挥刀到精疲力竭→导引术恢复→再练→导引术→基因原能，六小时一循环。",修炼体系深化，最佳训练法确立。
一夜觉醒,未来规划,悟道 | 情节推进,修炼、爽点,罗峰规划未来——修炼九重雷刀、攒钱买生命之水、隐藏精神念师身份。徐欣背景曝光后罗峰对自身差距的认知。,罗峰未来路线规划。
一夜觉醒,入迷,悟道 | 修炼描写,修炼、爽点,罗峰沉浸在九重雷刀修炼中。暗劲发力的领悟逐渐深入。基因原能修炼效果显著。,修炼入迷的状态展示。
一夜觉醒,野心,矛盾展现 | 人物心理 | 爽点设置,冲突、情感、爽点,"徐刚（徐欣家族成员）贬低武者——""武者行走生死边缘""+""家族麾下一群战将级武者""。罗峰反击——超越战神级存在令国家军队平等对待、家族财团只是蚂蚁。野心滋生——""一定要踏上武者巅峰！让徐家笑脸相迎""。原文标注""第三集结束""。",徐刚贬低武者的矛盾，罗峰野心滋生的转折，第三集结束标记。
一夜觉醒,0231,环境铺陈 | 情节推进,设定,"第四集开始。徐刚忖度""动用手段""。罗峰独自进入0231号县城苦修。0231号县城的环境描写。",独入0231号县城苦修的开始。
一夜觉醒,杀机潜伏,矛盾展现 | 伏笔埋设,伏笔、冲突,"虎牙小队杀机潜伏——""先杀高风再杀小虾米""策略。虎牙小队对火锤小队的追杀计划。",虎牙小队杀机，伏笔埋设。
一夜觉醒,血腥中的修炼,悟道 | 修炼描写,修炼、爽点,"罗峰在0231号县城苦修——50天杀一万多头怪兽（""罗疯子""外号）。一天赚一两百万。身法勉强踏入入微级，刀法仍第一重但精确控制大增。","50天杀一万头的疯狂修炼，""罗疯子""外号。"
一夜觉醒,三级鼠潮,战斗描写 | 悟道 | 世界观展开,修炼、战斗、设定、爽点,"三级鼠潮爆发——军队战机高温火焰灭鼠，一位战神陨落。罗峰感悟""怪兽才是人类死敌""""实力远远不够""。",三级鼠潮的大规模战斗，战神陨落的震撼。
一夜觉醒,初具雏形,悟道 | 转折高潮,修炼、高潮、爽点,"闪电霹雳感悟（凌厉锋锐摧毁一切）+水滴涟漪顿悟（刚不可久）+九重雷刀第二重突破（两道暗劲=21成力道）+刀法""霹雳""创生（触摸到意境边缘）。","第二重突破+刀法""霹雳""创生的重要转折。"
一夜觉醒,实力测试,爽点设置 | 数据确认,爽点,实力测试——拳力12928kg（初级战将级优等）、速度78.6m/s（合格）、神经反应初级战将级优等。给弟弟五千万炒股。,实力数据确认，初级战将级的爽点。
一夜觉醒,死去的战神'陆纲',世界观展开 | 情节推进,设定,战神陆纲悼念。超越战神级朱喜登场。战神陨落在华夏国极为罕见、全国悼念直播的设定。,战神社会地位设定，陆纲悼念。
一夜觉醒,郭海,情节推进 | 矛盾展现,冲突,"徐刚找郭海试探罗峰实力——""疯子""两个月杀一万多头怪兽震惊。徐刚对罗峰的忌惮与算计。",徐刚暗中试探罗峰，矛盾暗线推进。
一夜觉醒,003号城市,环境铺陈 | 情节推进,设定,火锤小队决定前往003号城市（原上海废墟）。003号城市是怪兽大本营，兽将级遍地走，危险与机遇并存。,003号城市引入，更高危险等级的舞台。
一夜觉醒,魔窟、战场,环境铺陈 | 设定展开,设定,进入003号城市——飞禽怪兽群盘旋、万科梦想城据点建立（十二层阳台观察）。003号城市兽将级怪兽遍地走且一般没有手下跟随。,003号城市环境铺陈，万科梦想城据点。
一夜觉醒,比印钞机还快的赚钱,战斗描写 | 爽点设置,战斗、爽点,"火锤小队在003号城市大规模猎杀兽将级怪兽。刀法""霹雳""第一次实战建功——斜上撩两道暗劲两次增速。十天击杀92头初级兽将级+3头中级兽将级，总价值约十亿。第十五天发现快成蛟的变异双头黑线蛇。",十天赚十亿的爽点，刀法霹雳首战建功。
一夜觉醒,双头黑线蛇,设定展开 | 情节推进,设定,高风分析双头黑线蛇价值——快成蛟的高等兽将级接近领主级，双毒囊价格是正常四倍即16亿。罗峰决定猎杀，制定战术（远攻+近攻+精神念力辅助）。下楼途中发现印度三人已与蛇激战。雷霆小队九人（含虎牙小队）出现。,双头黑线蛇设定，印度三人+雷霆小队引入。
一夜觉醒,捡便宜,战斗描写 | 爽点设置 | 矛盾展现,冲突、战斗、爽点,罗峰高风与印度三人联手猎杀双头黑线蛇。飞刀战术（手扔伪装暗器+精神念力变向）。高风离手锤+精神念力辅助砸晕左侧蛇头，破土飞刀击毙。对半分材料。雷霆小队九人出现要抢——混血儿李威、刘姓老者（高级战将）、白人壮汉卡隆（高级战将）+虎牙小队六人。,联手猎杀的战斗爽点，雷霆小队抢夺的矛盾。
一夜觉醒,独行,矛盾展现 | 人物决断,冲突,"混血儿李威被刘老者劝走。虎牙队长本名""潘亚""暴露。潘亚计划""花钱请刘前辈二人弄死火锤小队""。火锤小队回补给基地。罗峰独自一人跟踪虎牙小队斩草除根——精神念师逃命能力最强。",潘亚暗杀计划，罗峰独行斩草除根的决断。
一夜觉醒,忍不住了,人物心理 | 情节推进,情感,罗峰蹲守万科梦想城三楼联排别墅，望远镜观察锦江连锁酒店。发现张泽虎和李晓在第六层阳台。雷霆小队每天七人出去猎杀（少爷练手），两人留守轮流。罗峰忍了九天没找到机会。第十天决定动手。,九天蹲守的忍耐，第十天决断动手。
一夜觉醒,张泽虎，死！,战斗描写 | 爽点设置 | 仇恨收束,战斗、爽点,罗峰潜入酒店六楼，精神念力扫荡屋内确认张泽虎李晓。飞刀瞬间出击——第一道切断张泽虎左臂又划过李晓脖子令头颅抛飞，第二道割喉张泽虎。张泽虎死前发现罗峰是精神念师。虎牙小队六人死二人剩四人。罗峰决定布置现场迷惑雷霆小队。,张泽虎之死的爽点，精神念师身份被死者发现，布置现场的伏笔。
一夜觉醒,布置现场,战术展现 | 推理展开,战斗,"罗峰引数百头独角野猪群冲入酒店六楼，精神念力控制死者武器扫射制造""怪兽群冲击据点""假象。独角野猪毁尸灭迹。雷霆小队回来发现现场。刘老者判断""有人在背后暗算""。潘亚提议回基地市被拒。",制造假现场的战术，刘老者推理暗算。
一夜觉醒,和弟弟的电话,情感展现 | 伏笔推进,伏笔、情感,"刘老者拒绝回基地市（""前怕狼后怕虎还是武者吗""）。罗峰蹲守三天无机会。弟弟罗华打电话报告炒股翻倍（八千万变一亿七千万）。罗峰再转一亿八千万，提到""一百五十亿给大惊喜""（暗指生命之水）。小楠父母反对小楠和残废罗华交往的副线展开。",罗华投湖自杀的悲痛，龙蛋50亿+SS级宝剑的物品获取。
一夜觉醒,大好机会,战术展现 | 战斗描写 | 转折高潮,战斗、高潮,"罗峰决定""等不到机会就创造出机会""——引两三千头狮獒犬虎獒犬兽群冲入雷霆小队据点。兽群冲入六楼令住宅楼震颤。雷霆小队七人被迫跳窗分散成三部分：李威和潘亚、刘老者和卡隆、独眼光头东子三人。罗峰二楼埋伏。",创造机会的果断，引兽群冲击据点的战术。
一夜觉醒,战神到来,战斗描写 | 转折高潮 | 爽点设置,战斗、爽点、高潮,"罗峰趁刘老者卡隆李威潘亚跑远，飞刀偷袭独眼光头东子三人——脑袋穿透如西瓜爆裂。虎牙小队六人死五人只剩潘亚。两大战神""大力熊""李阚（巨汉狼牙棒）和""影刀""王通（俊秀青年青色作战服）赶到——李阚狼牙棒瞬间击毙两头高等兽将级狮獒犬首领。李威本名暴露，父亲派来两大战神。潘亚看到尸体残骸眼睛红了。",飞刀杀三人的爽点，两大战神到来的震撼，虎牙小队覆灭。
一夜觉醒,战神宫,设定揭示 | 世界观展开,揭示、设定,"王通点破""有人在背后暗算你们""（与刘老者判断呼应）。战神宫设定揭示——全世界五大强国各大基地市所有战神级及超越战神级组成的团体，洪和雷神开创，是武者的圣殿、人类对抗怪兽的最后堡垒。王通李阚将猎杀产卵后实力减弱的高等领主级铁甲龙。罗峰决定偷观这一战。",战神宫核心设定揭示，铁甲龙猎杀计划引出。
一夜觉醒,巅峰对决,战斗描写 | 世界观展开,战斗、设定,"罗峰选三里外18层16层观战。王通李阚飞身冲入烟雾笼罩区。铁甲龙（深青色鳞甲、五米高十余米长、额头黑色独角）为保护龙蛋放弃老巢决战冲出，两头初等领主级火鳞三戟猪跟随。三头领主与两大战神在外决战。陈谷妻子在基地市感叹""还是基地市好""。",巅峰对决的壮观，铁甲龙为龙蛋冲出决战。
一夜觉醒,偷龙蛋？,悟道 | 人物决断 | 伏笔推进,伏笔、修炼、爽点,"铁甲龙""龙""命名设定——速度力量防御意识身体结构几近完美的极特殊怪兽种族。罗峰评价李阚""完美级""身法（掌控环境）、王通""意境级""身法（如风）。铁甲龙头部受创王通受伤但掌控节奏。罗峰忽然意识到老巢无领主，有机会偷龙蛋——龙蛋是让弟弟站起来的绝佳机会（生命之水300亿的替代路径）。罗峰从阳台跃下出发。",身法四级体系确认，偷龙蛋起意——为弟弟站起来的核心驱动。
一夜觉醒,脚踏盾牌，飞行！,设定展开 | 战术展现,战斗、设定,罗峰脚踏六棱盾牌飞行（精神念师独特能力），在五十米半空烟雾中飞向老巢。望远镜观察发现大门前近百头兽将级小队（六七十头中级兽将+三四十头高等兽将，无初级兽将），初级战神不战而逃。落在天台发现电梯天井可直通一二楼。,脚踏盾牌飞行的能力展示，兽将小队设定，电梯天井发现。
一夜觉醒,铁甲龙老巢,战术展现 | 物品获取 | 爽点设置,奖励、战斗、爽点,罗峰9系飞刀切割天台圆形窟窿，盾牌沿电梯天井下降，精神念力卡住电梯门潜入一楼。发现一米高青色龙蛋，六柄飞刀环形托住收入背包。转身发现铁甲龙收藏的战神装备——黑色作战服+利剑（至少9系S级可能SS级，SS级全价1200亿）。,龙蛋+战神装备获取的爽点，SS级价值设定。
