卷名,章节名,type,tag,summary,core
炼一口飞剑,十万两银子,设定展开 | 转折高潮,设定、高潮,"郡守大人登门请托，欲求""千年冰玉果""。郡守许下十万两银子酬劳，索要寒萃灵液作为额外报酬。主线任务引入，为后续进山采果引出白虎大妖之战做铺垫。",郡守委托采灵果，白虎大妖之战铺垫。
炼一口飞剑,卷宗记载,设定展开 | 环境铺陈,设定,秦云查阅卷宗了解冰玉果相关信息，为进山采果做准备。同时交代灵果产地和守护妖兽的情报。,冰玉果情报查阅，进山准备。
炼一口飞剑,声名鹊起,人物引入 | 环境铺陈,人物、设定,选花魁大典现场，伊萧登场。伊萧的初次亮相，为后续并肩作战做人物铺垫。,伊萧初次登场亮相。
炼一口飞剑,郡守来访,战斗描写 | 爽点设置,战斗、爽点,魔仆突袭画舫，伊萧掌心雷分化三道雷霆救场——伊萧首秀战力。犀牛妖魔仆吐心脏毒液反击，场面惊险。,魔仆突袭画舫，伊萧掌心雷首秀战力。
炼一口飞剑,灵果,设定展开 | 人物引入,人物、设定,伊萧身份揭示：昆仑州伊氏子弟、神霄门弟子。伊萧的显赫背景为后续感情线和联手复仇做铺垫。贾怀仁及其妖怪老仆钱叔登场。,伊萧显赫身份揭示，贾怀仁钱叔登场。
炼一口飞剑,花魁,人物引入 | 设定展开,人物、设定,钱叔身份铺垫：忠犬成妖，一心助贾怀仁修行。后续伏笔埋设——钱叔的忠义将在白虎大妖之战中以牺牲收束。,钱叔忠犬成妖身份铺垫，牺牲伏笔埋设。
炼一口飞剑,触怒水神,悟道 | 设定展开,修炼、设定、爽点,本命飞剑吸收寒萃灵液（5斤2两）大补根基——修炼线数值成长。进山采灵果四人组成行（秦云/伊萧/贾怀仁/钱叔）。,本命飞剑吸收寒萃灵液，修炼线数值成长。
炼一口飞剑,掌心雷,战斗描写 | 转折高潮,战斗、高潮,白虎大妖（镇山郡黑风岭大妖，水神师弟）现身守护灵果。隐身采果初步成功但被波动震破。九颗风雷石法器交锋，气氛紧张。,白虎大妖现身守护灵果，风雷石交锋。
炼一口飞剑,伊萧,战斗描写 | 悟道,修炼、战斗、爽点,白虎大妖化两丈身形，双斧大战秦云。秦云以烟雨剑意扭转力道对抗巨力——剑意初显。伊萧以五行雷法及天雷术助攻，团战配合。,白虎大妖双斧大战，烟雨剑意初显。
炼一口飞剑,绝不容有失,战斗描写 | 情感展现,情感、战斗,百余妖怪围攻，老仆钱叔挺身阻敌。钱叔重伤坚持护送贾怀仁逃命——忠义情感线。,钱叔挺身阻敌护主，忠义情感展现。
炼一口飞剑,贾怀仁的渴望,情感展现 | 转折高潮,情感、高潮,"钱叔战死山崖——""我死也要让怀仁活下来""。全篇最强催泪点，妖怪角色的人性反转。",钱叔战死山崖，全篇最强催泪点。
炼一口飞剑,妖怪老仆'钱叔',战斗描写 | 爽点设置 | 情感展现,情感、战斗、爽点,秦云怒断白虎大妖一臂，夺大斧战利品——斩妖夺宝爽点。下山与贾怀仁、郡守汇合。郡守安葬钱叔，妖怪的忠义引人唏嘘。,怒断白虎大妖一臂，斩妖夺宝爽点。
炼一口飞剑,寒萃灵液,悟道 | 情感展现,修炼、情感、爽点,本命飞剑吸收大斧碎片（超300斤金行材料），修炼线再升级。秦云回忆八岁妹妹秦红香被水神选中献祭的血仇往事——核心情感驱动揭晓。,本命飞剑再升级，秦红香血仇核心情感驱动揭晓。
炼一口飞剑,进山,矛盾展现 | 人物心理,冲突、情感,水神与白虎大妖师兄弟对话，透露秦云身份被关注。贾怀仁黑化心理活动初现（对钱叔之死态度暗淡）。主线悬念引入。,水神关注秦云，贾怀仁黑化伏笔初现。
炼一口飞剑,密信,设定展开 | 转折高潮,设定、高潮,灵果成功交付郡守，延寿二十年。主线收尾。伊萧邀秦云联手杀水神大妖（神霄门宗门任务）。秦云初次拒绝邀约。,灵果交付收尾，伊萧邀约联手杀水神。
炼一口飞剑,灵果成熟,转折高潮 | 人物心理,情感、高潮,"因""水神随时可能突破先天实丹境""警讯，秦云改变主意应邀。终极任务引入。",水神突破警讯，秦云改变主意应邀。
炼一口飞剑,白虎大妖,悟道 | 爽点设置,修炼、爽点,本命飞剑正式炼成，突破炼气十二层——修炼线阶段性突破。郡守透露伊萧背后有十六皇子/神霄门大师兄/神霄张氏福公子三大追求者，暗示身份尊贵。,本命飞剑终成突破炼气十二层，伊萧三大追求者伏笔。
炼一口飞剑,群妖聚,情感展现 | 爽点设置,情感、爽点,秦云吃包子告别街坊，市井温情。出发讨伐水神，清剿沿途妖怪山寨，救出被囚人族百姓——除魔救人爽点。,告别街坊市井温情，清剿妖怪山寨除魔救人。
炼一口飞剑,法宝？烟雨剑意！,战斗描写 | 人物心理,情感、战斗,水神真身水猿现身，气势逼人。秦云故意隐藏实力诱敌深入——智斗。,水神真身水猿现身，秦云隐藏实力诱敌。
炼一口飞剑,老仆'钱宝',战斗描写 | 转折高潮,战斗、高潮,伊萧连续祭出三重杀招（无形阴雷/撒豆成兵金甲道兵/先天一气雷符）——宗门底牌全开。水神断臂危机下强行突破至先天实丹境，反杀金甲道兵。敌方逆转。,伊萧三重杀招全开，水神强行突破先天实丹境反杀。
炼一口飞剑,搏命,悟道 | 转折高潮 | 爽点设置,修炼、爽点、高潮,"伊萧被索云链重创坠崖。危机·情感牵动。秦云因愤怒悟出""技近乎道""式剑意，达成天人合一御剑术——核心爽点·觉醒剑意（不可替换设定）。",伊萧坠崖危机触发，秦云悟出技近乎道剑意——核心觉醒。
炼一口飞剑,虎妖断爪,战斗描写 | 爽点设置 | 情感展现,情感、战斗、爽点,御剑飞剑连续贯穿水神七窍，击杀水神——终极爽点·复仇成功。秦云抱伤重的伊萧脱险，情感线并肩生死。,御剑贯穿水神七窍，复仇成功终极爽点。
炼一口飞剑,先让我试试,设定展开 | 人物心理,情感、设定,"战利品瓜分：黑水牛角叉归伊萧作凭证，索云链归秦云，银票百余万两平分。约定对外只称""天人合一御剑术""，绝口不提""剑意""以免暴露引来大妖忌惮追杀——设定伏笔。",战利品瓜分，剑意保密约定伏笔埋设。
炼一口飞剑,秦云的最强招数,设定展开 | 情节推进,设定,（注：原文编号此处有跳跃，含特殊插入章节。此章对应主线推进，继续修炼线与战力展示。）,主线推进，修炼线与战力展示。
炼一口飞剑,昆仑州伊氏,设定展开 | 情节推进,设定,（继续主线推进，伊萧家族背景与势力格局进一步展开。）,伊萧家族背景与势力格局展开。
炼一口飞剑,激动和愤怒,人物心理 | 情节推进,情感,（继续主线推进，秦云情绪波动与决断。）,秦云情绪波动与决断推进。
炼一口飞剑,为祸一方,矛盾展现 | 情节推进,冲突,（继续主线推进，妖怪为祸一方的矛盾展现。）,妖怪为祸一方矛盾展现。
炼一口飞剑,指日可待,人物心理 | 情节推进,情感,（继续主线推进，目标指日可待的心理状态。）,目标指日可待的心理推进。
炼一口飞剑,师叔不来了,设定展开 | 情节推进,设定,（继续主线推进，师叔相关情节。）,师叔相关情节推进。
炼一口飞剑,看错人了？,人物心理 | 情节推进,情感,（继续主线推进，人物判断与反思。）,人物判断与反思推进。
炼一口飞剑,十三年磨一剑,悟道 | 情节推进,修炼、爽点,（继续主线推进，十三年磨一剑的修炼感悟。）,十三年磨一剑修炼感悟。
炼一口飞剑,定计,人物心理 | 情节推进,情感,（继续主线推进，定计谋划。）,定计谋划推进。
炼一口飞剑,本命飞剑终成,悟道 | 情节推进,修炼、爽点,（继续主线推进，本命飞剑修炼进展。）,本命飞剑修炼进展推进。
炼一口飞剑,炼气十二层,悟道 | 情节推进,修炼、爽点,（继续主线推进，炼气十二层境界确认。）,炼气十二层境界确认推进。
炼一口飞剑,出发,环境铺陈 | 情节推进,设定,（继续主线推进，出发场景。）,出发场景推进。
炼一口飞剑,两个狂妄的人族小辈,战斗描写 | 情节推进,战斗,（继续主线推进，与妖怪的战斗。）,与妖怪战斗推进。
炼一口飞剑,假内丹,战斗描写 | 情节推进,战斗,（继续主线推进，假内丹相关战斗。）,假内丹相关战斗推进。
炼一口飞剑,你逃不掉的！,战斗描写 | 情节推进,战斗,（继续主线推进，追击战斗。）,追击战斗推进。
炼一口飞剑,穷途末路？,战斗描写 | 情节推进,战斗,（继续主线推进，穷途末路危机。）,穷途末路危机推进。
炼一口飞剑,先天实丹境,转折高潮 | 情节推进,高潮,（继续主线推进，先天实丹境突破。）,先天实丹境突破推进。
炼一口飞剑,飞剑！飞剑！,战斗描写 | 情节推进,战斗,（继续主线推进，飞剑战斗。）,飞剑战斗推进。
炼一口飞剑,依偎,情感展现 | 情节推进,情感,（继续主线推进，秦云与伊萧依偎情感。）,秦云与伊萧依偎情感推进。
炼一口飞剑,归途,环境铺陈 | 情节推进,设定,（继续主线推进，归途场景。）,归途场景推进。
炼一口飞剑,广凌震动,爽点设置 | 情感展现,情感、爽点,广凌全城戒严庆祝，朝廷巡天使介入剿灭妖怪超七成，各村孩童获救团圆。主线收束·多线团圆。,广凌全城庆祝，多线团圆收束。
炼一口飞剑,天亮了（本篇终章）,情感展现 | 转折高潮,情感、高潮,"秦云祭拜妹妹衣冠冢告慰""二哥终于杀了水神大妖""。云楼顶楼秦云伊萧对话流露情愫。结尾云魔山岛主（先天金丹境大妖）得知水神死讯震怒，悬念收尾。",祭拜妹妹告慰，伊萧情愫，云魔山岛主悬念。
巡天使,见面,矛盾展现 | 人物引入,人物、冲突,秦云与洪知府（洪家老九洪长老）见面，交涉索云链归属事宜。官场主线引入。,洪知府登场，索云链交涉官场主线引入。
巡天使,交易,人物心理 | 设定展开,情感、设定,双方达成交易：秦云以索云链换取洪家人脉与照拂。利益交换，展现秦云在多方势力间周旋的智慧。,索云链换洪家人脉，利益交换周旋智慧。
巡天使,风雨欲来,环境铺陈 | 矛盾展现,冲突、设定,官场暗流涌动，新旧势力交接的风雨欲来之感。为后续冲突升级做氛围铺垫。,官场暗流涌动，冲突升级氛围铺垫。
巡天使,洪家老九,人物引入 | 人物心理,人物、情感,洪家老九身份与算计手段初显，暗藏私心。反派的深层布局开始浮现。,洪家老九身份与算计手段，反派深层布局。
巡天使,得罪不起,矛盾展现 | 人物心理,冲突、情感,"秦云在广凌""得罪不起""的多方势力间周旋。矛盾埋线，为后续正面对抗蓄势。",多方势力周旋，正面对抗蓄势。
巡天使,敌人来袭,战斗描写 | 转折高潮,战斗、高潮,敌人来袭，暗手试探秦云虚实。冲突引入，节奏开始加快。,敌人来袭试探虚实，冲突节奏加快。
巡天使,红玉道人坐镇,爽点设置 | 人物引入,人物、爽点,红玉道人坐镇，展示其五品法宝赤火葫芦威能——高手登场立威，强化世界观压迫感。,红玉道人登场，赤火葫芦威能展示。
巡天使,拜帖,设定展开 | 转折高潮,设定、高潮,神秘拜帖送至，牵出更高层势力关注。悬念·主线铺垫。,神秘拜帖，更高层势力关注悬念。
巡天使,伊萧要走了？,情感展现 | 人物心理,情感,伊萧告知即将离开广凌返回宗门。情感线·离别铺垫，延续第1篇顶楼对话的暧昧。,伊萧离别铺垫，情感线延续。
巡天使,威胁？,矛盾展现 | 情节推进,冲突,暗中势力以言语相威胁，试探秦家底线。冲突升级。,暗中势力威胁试探，冲突升级。
巡天使,深夜盗宝,转折高潮 | 设定展开,设定、高潮,深夜遭遇盗宝行动，牵出墨台家血液争夺暗线。新悬念引入。,深夜盗宝，墨台家血液争夺暗线引入。
巡天使,分离,情感展现 | 人物心理,情感,秦云与伊萧依依分离，各自踏上各自道路。情感线·分离，为来年重逢约定做蓄力。,秦云伊萧依依分离，来年重逢蓄力。
巡天使,七品飞剑,悟道 | 爽点设置,修炼、爽点,秦云所得七品飞剑法宝，实力再进一步。修炼线·数值成长。,七品飞剑法宝获取，实力再进。
巡天使,新任郡守,设定展开 | 环境铺陈,设定,新任郡守到任，官场格局再变。主线引入，为后续公冶丙阴谋线做铺垫。,新任郡守到任，公冶丙阴谋线铺垫。
巡天使,刘家,人物引入 | 矛盾展现,人物、冲突,刘家登场，与秦家渐生嫌隙。人物铺垫·伏笔，公冶丙暗中操控的线索开始浮现。,刘家登场与秦家嫌隙，公冶丙操控线索浮现。
巡天使,金霄大妖,战斗描写 | 转折高潮,战斗、高潮,金霄大妖夜袭，广凌再起妖患。冲突升级，紧迫感笼罩秦家。,金霄大妖夜袭，广凌再起妖患。
巡天使,紧迫感,环境铺陈 | 人物心理,情感、设定,金霄大妖余威未平，紧迫感笼罩秦家。危机蓄力。,金霄大妖余威，紧迫感危机蓄力。
巡天使,对付秦云,矛盾展现 | 转折高潮,冲突、高潮,"暗中势力定策""对付秦云""，布局正式展开。反派主动出手。",暗中势力定策对付秦云，反派布局展开。
巡天使,调兵遣将,矛盾展现 | 人物心理,冲突、情感,敌对一方调兵遣将，准备罗织罪名。反派布局深化。,敌对调兵遣将罗织罪名，布局深化。
巡天使,红眼,战斗描写 | 爽点设置,战斗、爽点,"秦云怒杀来犯之敌，""红眼""状态展现狠厉一面。狠厉反击爽点。",秦云红眼怒杀来犯之敌，狠厉反击。
巡天使,全城轰动,爽点设置 | 情感展现,情感、爽点,斩妖之事全城轰动，秦云声名大噪。扬名爽点。,斩妖全城轰动，秦云声名大噪。
巡天使,秦云公子仁慈,情感展现 | 人物心理,情感,秦云公子仁慈，善待百姓、不恃强凌弱的正面形象立住。人设巩固。,秦云仁慈善待百姓，正面形象立住。
巡天使,安置,情感展现 | 环境铺陈,情感、设定,秦云安置受灾/受难百姓，尽显家族守护者担当。情感线·守护。,安置受灾百姓，家族守护者担当。
巡天使,写信,人物心理 | 设定展开,情感、设定,秦云写信联络外援，为后续危局预先布局。伏笔。,写信联络外援，危局预先布局伏笔。
巡天使,龙潭虎穴,转折高潮 | 人物心理,情感、高潮,深入龙潭虎穴，主动查探刘家背后阴谋。主动出击。,深入龙潭虎穴，主动查探阴谋。
巡天使,五转玄木大阵,战斗描写 | 爽点设置,战斗、爽点,遭遇五转玄木大阵，识破敌方布局的高阶手段。破局能力展现。,遭遇五转玄木大阵，破局能力展现。
巡天使,公冶丙，你好狠！,转折高潮 | 矛盾展现,冲突、高潮,"揭穿刘家被公冶丙暗中诬陷操控，怒斥""公冶丙，你好狠！""反派身份初现锋芒。",揭穿公冶丙诬陷刘家，反派身份初现。
巡天使,初探郡守府,环境铺陈 | 人物心理,情感、设定,初探郡守府，试图查明幕后真凶线索。主线推进。,初探郡守府，查明真凶线索推进。
巡天使,上书朝廷,转折高潮 | 人物心理,情感、高潮,秦云上书朝廷申诉冤情，正式启动洗冤程序。主线关键动作。,上书朝廷申诉冤情，洗冤程序启动。
巡天使,飘水仙石,悟道 | 爽点设置,修炼、爽点,"意外获得珍贵法宝""飘水仙石""，修炼资源加成。修炼线·资源成长。",飘水仙石获取，修炼资源加成。
巡天使,跨入先天（上）,悟道 | 转折高潮,修炼、高潮、爽点,秦云跨入先天虚丹境（上），境界突破初启。修炼线·境界突破（上）。,先天虚丹境突破初启（上）。
巡天使,跨入先天（下）,悟道 | 爽点设置,修炼、爽点,秦云跨入先天虚丹境（下），突破完成，实力质变。核心爽点·境界突破（下）。,先天虚丹境突破完成，实力质变。
巡天使,飞剑法诀,悟道 | 设定展开,修炼、设定、爽点,修炼《游丝斜阳剑诀》，飞剑法诀层次再进。剑诀深化。,游丝斜阳剑诀修炼，飞剑法诀再进。
巡天使,公冶丙和秦云,战斗描写 | 矛盾展现,冲突、战斗,公冶丙与秦云正面交锋，暗中试探彼此深浅。正邪对峙。,公冶丙与秦云正面交锋，正邪对峙。
巡天使,公冶丙的真面目,转折高潮 | 人物心理,情感、高潮,公冶丙的真面目初步暴露，邪恶算计浮出水面。反派揭底。,公冶丙真面目初步暴露，邪恶算计浮出。
巡天使,妖魔！,转折高潮 | 矛盾展现,冲突、高潮,"公冶丙妖魔身份彻底揭穿，""妖魔！""震撼真相。核心转折·妖魔真身曝光。",公冶丙妖魔身份彻底揭穿，核心转折。
巡天使,剑光化虹,悟道 | 爽点设置,修炼、爽点,"秦云悟出《游丝斜阳剑诀》第十层""剑光化虹""，飞剑之术登堂入室。核心爽点·剑光化虹（不可替换设定）。",悟出剑光化虹，核心觉醒不可替换设定。
巡天使,秦云要杀我！,战斗描写 | 爽点设置,战斗、爽点,"公冶丙惊惧反扑，惶恐喊出""秦云要杀我！""反派丑态毕露。",公冶丙惊惧反扑，反派丑态毕露。
巡天使,逃离,战斗描写 | 转折高潮,战斗、高潮,公冶丙仓皇逃离，秦云紧追不舍。冲突延续。,公冶丙仓皇逃离，秦云紧追不舍。
巡天使,捉拿秦云,转折高潮 | 矛盾展现,冲突、高潮,"官府反被蒙蔽，颁令""捉拿秦云""，秦家蒙冤。蒙冤危机。",官府颁令捉拿秦云，秦家蒙冤。
巡天使,逃不掉了,情感展现 | 转折高潮,情感、高潮,"秦云一家陷入""逃不掉了""的绝境重围。危机·情感牵动。",秦云一家绝境重围，危机情感牵动。
巡天使,巡天盟,转折高潮 | 设定展开,设定、高潮,巡天盟介入，携巡天鉴影像证据现身。关键道具救场。,巡天盟介入，巡天鉴影像证据救场。
巡天使,巡天使'秦云',爽点设置 | 转折高潮,爽点、高潮,"巡天鉴影像还原真相，秦云被正式册封为""巡天使""。终极爽点·洗冤昭雪+身份加冕。",巡天鉴洗冤，秦云受封巡天使终极爽点。
巡天使,杏花香（本篇终章）,情感展现 | 设定展开,情感、设定,藏宝殿钱长老鉴定焚化童男童女心头血。秦云与伊萧约定来年二月二十五乌苏郡风波亭重逢。情感收束+悬念钩子。,钱长老鉴定心头血，伊萧重逢约定，悬念钩子。
江州烟雨,再相见,人物引入、情感展现,人物、情感,"秦云依约赴乌苏郡风波亭与伊萧重逢，赠伊萧八品法宝水云之精簪子作二十岁生日礼。伊萧哭诉九岁时被父伊采石抛弃之痛，年年风波亭等父未果。太乙门弟子涂臣受神霄门大师兄薛永之命前来刁难秦云，被秦云报出""广凌秦云""之名吓退。一蛟龙妖族女子（龙小莲）飞奔而来寻伊萧。",秦云伊萧风波亭重逢，伊萧身世之痛与神霄门大师兄线初露。
江州烟雨,神霄门大师兄,人物引入、设定展开,人物、设定,"龙小莲（万蛇谷三谷主之女，有龙族血脉）登场，嬉闹认秦云为""姐夫""。秦云为景山派程光道友与万蛇谷交易打折撮合。神霄门大师兄薛永（先天实丹境，修神霄雷法）得知伊萧与秦云交好，态度淡然""一切随缘""，烧毁来信继续修行。",龙小莲登场，神霄门大师兄薛永正式亮相并表态不强求情缘。
江州烟雨,剑气斩妖,战斗描写、悬念设置,伏笔、战斗,"秦云、伊萧、龙小莲等乘船赴金秦，途中遇十头飞禽妖怪袭船欲抓女吃人，秦云五道剑气瞬杀五妖，又御紫光飞剑数里外救下被袭农夫群。秦云察觉大郡妖怪如此张扬异常。逃亡中的修行人洪九（杀黑妖王独子被追杀）借古老龟壳推演出""生机在东方""正是秦云船向。",剑气群杀展实力，洪九推演生机引出黑妖王之战伏笔。
江州烟雨,广凌，秦云,矛盾展现、转折高潮,冲突、高潮,"洪九在田埂被三头飞禽妖怪头领发现追杀，危急间秦云紫色飞剑隔空斩杀数十妖怪并变大接洪九上船。洪九自述杀黑妖王独子惹祸重伤。牛妖率众妖逼船索要洪九，秦云报出""广凌，秦云""之名，众妖惊恐后退两三里至五六里外。",秦云以巡天使威名震退群妖，黑妖王之战正面引爆。
江州烟雨,秦云和黑妖王,人物引入、矛盾展现,人物、冲突,"黑妖王（先天实丹境羊妖，修五火白骨珠）携亲传弟子金霄大妖（云魔山一脉，擅飞遁）降临。黑妖王以""杀独子之仇""威胁秦云交出洪九并许厚礼，秦云怒斥""妖魔吃人杀人杀你一个妖魔有错吗""，抢先一剑化作银色虹光杀向黑妖王。伊萧介绍黑妖王五火白骨珠能自成领域。",黑妖王正面登场，秦云主动出击揭幕大战。
江州烟雨,烟雨剑诀,战斗描写、悟道,修炼、战斗、爽点,"黑妖王五火白骨珠围困秦云本命飞剑，又分出一珠直扑秦云本人。秦云笑施自创""烟雨剑诀·春雨""——飞剑融入春雨笼罩战场，剑光轨迹如大网镇压领域，擦伤黑妖王手臂。秦云自述此乃成巡天使后结合烟雨剑意与剑仙传承所创烟雨剑诀，春雨为群攻招。",烟雨剑诀·春雨首次施展，秦云自创剑诀体系正式登场。
江州烟雨,大战落幕,战斗描写、转折高潮,战斗、高潮,"黑妖王施""无边火狱""黑色毒火攻船，秦云以周天剑光护船并祭出第二柄黑色八品飞剑。秦云转施""血未冷""凄厉血色剑虹连伤黑妖王腹部肩膀。黑妖王收五珠全力防御仍不敌，与金霄大妖双双遁逃。秦云操纵紫黑两柄八品飞剑斩尽余妖（含先天虚丹牛妖）。此战被巡天鉴记录，元符宫主等先天金丹境高人得知。",黑妖王狼狈逃窜，秦云斩尽余妖立威，巡天盟记录战况。
江州烟雨,九山岛主的老朋友,人物引入、伏笔深化,人物、伏笔,"秦云收战利品，与众人送洪九回广凌静养，并邀龙小莲游广凌。黑妖王回羊角山老巢心生畏惧决定""离秦云远点""。元符宫主借巡天令观战影像，评秦云在江州青令巡天使中""勉强入前五""。云魔山九山岛主被一虎头人身老妖告知秦云又让其吃亏，冷断传讯。",黑妖王畏惧退场，九山岛主怨念深化，巡天盟/景山派关注秦云成长。
江州烟雨,法宝衣袍,情感展现、装备获取,奖励、情感,"秦云陪龙小莲游广凌半月后龙小莲回东海。秦云与伊萧三日一论道、五日一斗法，感情日深。伊萧通过神匠坊""田叔叔""为秦云定制八品法宝衣袍（护身强）。六月十五秦云生日，伊萧亲送衣袍，秦云炼化穿戴，知此衣袍比三柄八品飞剑加起来还贵近一倍。",伊萧赠秦云神匠坊八品法宝衣袍，二人感情升温。
江州烟雨,明月见证,情感展现、转折高潮,情感、高潮,"八月十五中秋，秦云深夜带月饼访伊萧，带伊萧驾云赴澜阳江曲江湾赏""天下三大潮之首""广凌潮。月色朦胧广凌潮温柔之际，秦云情不自禁亲吻伊萧，伊萧未拒。广凌潮轰鸣惊醒二人，伊萧羞飞回。伊萧回屋独坐回忆，暗喜""没看出来他还真敢""，应允次日同吃蟹。",中秋明月下秦云伊萧初吻定情，全篇情感线核心转折。
江州烟雨,剑意第二层,悟道、转折高潮,修炼、高潮、爽点,"秦云因定情亢奋在院中肆意施展剑法，渐入空灵心境，将欢喜融入剑法，剑光化作烟雾游龙、水滴虚影。秦云跨入剑意第二层""剑意外放、自成领域""，覆盖周围五丈（后扩至六丈），万物皆可蕴剑意。旁述秦云后天境即悟烟雨剑意（技近乎道）的传说剑仙资质，二十二岁达多数先天金丹境都不及的意境领域层次。次日秦云与伊萧吃蟹，丫鬟们察觉二人亲近异常。","秦云突破剑意第二层""领域""，全篇修炼线最核心突破。"
江州烟雨,伊萧的父亲,人物引入、矛盾展现,人物、冲突,"伊萧街上为秦云淘旧剑术书时，远见疑似父亲伊采石与一紫衣女子（武枫郡主）同行。伊萧隐身跟踪至宅院，与父相认质问为何抛弃自己十一年。伊采石称""都是我自私心狠""欲断父女关系。紫衣女子武枫郡主（钟离氏老祖之女）在驼背老者孙老协助下布阵擒伊萧，欲毁伊萧容泄愤。",伊萧生父伊采石与仇人武枫郡主登场，毁容危机爆发。
江州烟雨,救我！,矛盾爆发、转折高潮,冲突、高潮,"武枫郡主以钟离氏老祖亲女身份压制伊萧，五位先天虚丹境护卫（钟离氏记名弟子）操纵五转阵法合击擒下伊萧并封禁法力。武枫郡主在伊萧脸上连划十二刀欲撒毒粉永久毁容。伊萧被押送屋内时透过传讯宝物向秦云发出""城东玉带河一宅院救我""求救。秦云见巡天令求救字样红眼御剑急赴，破阵而入，见伊萧满脸血淋淋伤口，一剑炸裂押送修行人，抱住伊萧。",伊萧被毁容受辱，秦云破阵救伊萧，冲突达到本篇最惨烈顶点。
江州烟雨,怒火冲天,矛盾爆发、战斗描写,冲突、战斗,"秦云施展甘霖术为伊萧疗伤，白发老者（先天实丹境，武枫郡主师兄）护武枫郡主等退至远处。秦云无视白发老者""钟离氏之事秦道友无需掺和""劝告，以本命飞剑三击破五转封禁大阵，黑色飞剑周天剑光护身，紫色飞剑封空阻逃。白发老者持金属圈、鱼鳞护盾、雷火符全力抵挡仍不敌，催促武枫郡主向海盛大和尚求救并以钟离氏威胁秦云。秦云凶光毕露连轰拂尘丝线。",秦云碾压武枫郡主全部护卫力量，钟离氏复仇线正面激化。
