卷名,章节名,type,tag,summary,core
龙山楼黑铁令,强大,设定展开、爽点设置,爽点、设定,"雪鹰向铜三演示实力：将银盘捏成金属球、金属从指缝流出、搓成金属棍，远超天阶骑士之力。随后练《火焰三段法》一举突破产生斗气直达地阶骑士层次（实力远超地阶）。在练武场以长枪在炼金假人上刺出密密麻麻窟窿组成""厉害吧""三字，更三抽将炼金假人彻底破碎、长枪崩断。雪鹰表示书中记载可解释这一切，待晚饭后告知宗叔铜叔。",雪鹰展现觉醒后的恐怖实力，炼金假人与长枪均不堪一击，实力质变得以确认。
龙山楼黑铁令,太古时代,设定揭示、伏笔埋设,伏笔、揭示、设定,"晚饭后雪鹰翻出传记《砍柴骑士》，向宗凌、铜三朗读书中关于太古血脉的记载：位面世界最早孕育的太古生命拥有移山填海之力，繁衍出人类，故每人血脉中皆潜藏极稀薄的太古生命或神灵血脉。偶尔有觉醒者，如巨斧血脉、神箭手血脉、瞬移、操纵闪电、千变万化、近乎不死等。雪鹰觉醒的太古血脉能力为""力量爆发翻倍""，但体力消耗加速，搏命时间有限。常态战斗估测流星骑士实力，力量爆发后达银月骑士级（速度略逊）。恢复力大增，无需再泡药浴。雪鹰告知过两天要去仪水城。","太古血脉体系设定完整揭示，雪鹰""力量血脉""能力与局限明确，为后续战斗奠定基础。"
龙山楼黑铁令,进城,环境铺陈、情节推进,设定,雪鹰决定去仪水城，目的一是买兵器（旧枪已断），二是为弟弟青石（过完年十岁）寻法师老师。仪水城唯一的星辰级法师为白源之大法师。雪鹰带弟弟、宗凌与百人骑兵队进城，入城时引来围观。先至旭明杂货铺（店主权旭明伯爵），雪鹰挑选三杆最好的长枪。,雪鹰进城双线展开——买兵器与为弟弟寻师，仪水城环境与势力铺陈。
龙山楼黑铁令,飞雪神枪,装备获取、爽点设置,奖励、爽点,雪鹰试选三杆长枪：黑云枪（一阶，枪太软枪头舞动）被弃；紫血枪（一阶，专为杀戮）五千克币；飞雪枪（二阶炼金兵器，施展枪法时生雪花迷惑敌人）三万金币。雪鹰凭枪法大师境界感知到飞雪枪内部可完美传递反震力道的珍贵奥妙，却故意压价，最终以一万八千金币成交（先付八千，赊一万）。店主权旭明告知飞雪枪乃一老乞丐所赠。,"雪鹰获得本篇核心兵器""飞雪神枪""，枪法大师境界方能发觉其真正珍贵之处。"
龙山楼黑铁令,大法师的要求,人物引入、悬念设置,人物、伏笔,"雪鹰携弟弟拜访白源之大法师（年过九十、银月法师）。雪鹰请求白源之收青石为""亲传弟子""（非记名弟子），白源之提出两个苛刻条件任选其一：新鲜的银月狼王心脏（四阶魔兽，保存不超过三天）或五万金币。雪鹰当场应承""一个月内""送来，白源之惊讶兴奋。",白源之大法师登场，亲传弟子条件极为苛刻，雪鹰立下一月之约。
龙山楼黑铁令,毁灭山脉,环境铺陈、情节推进,设定,"雪鹰回城堡向宗凌、铜三说明大法师条件。铜三、宗凌皆震惊于""五万金币""之高与""银月狼王心脏""之难（狼群围攻比狼王更可怕）。雪鹰决定进入毁灭山脉猎杀弯刀盟（兼猎魔兽赚金币），仅在外围三千里范围。宗凌曾独自进入毁灭山脉外围修行，主动陪同前往。五天后雪鹰、宗凌带百人士兵出发，傍晚抵达九百里外的山脉边缘扎营，次日清晨徒步进入。",毁灭山脉背景设定展开，雪鹰定下进山猎弯刀盟兼赚金币的计划。
龙山楼黑铁令,进入山脉的日子,战斗描写、人物心理,情感、战斗,雪鹰与宗凌进入毁灭山脉，首遇三十五头三阶魔兽黑鳞豺群围攻。雪鹰持飞雪神枪首战实战，起初紧张，渐学会移动以减少同时面对的敌人数量，雪花飘飘中连杀黑鳞豺。此后日复一日磨练，实战经验迅速积累，枪法技艺在生死搏杀中持续提升，每晚返回外围营地过夜。,雪鹰在毁灭山脉实战磨练，枪法与实战经验飞速进步。
龙山楼黑铁令,偷袭,战斗描写、悬念设置,伏笔、战斗,"进入毁灭山脉第十二天仍未找到弯刀盟老巢。途中偶遇银月狼群（两三百头三阶魔兽）与银月狼王，雪鹰判断成功希望不足一成放弃。又过三天，一头五阶魔兽""阴影豹""悄然跟踪雪鹰与宗凌，雪鹰六识虽敏锐却未察觉。阴影豹突然扑杀，雪鹰来不及回头，以枪尾后戳挡其利爪，仍被一爪拍中背部受内伤，长枪顺势旋转抽打阴影豹，阴影豹卸力倒退。雪鹰吐血怒视阴影豹。",五阶阴影豹偷袭，雪鹰首次遭遇全方位压制自己的强敌，生死危机降临。
龙山楼黑铁令,生死一刹那,转折高潮、悟道,修炼、高潮、爽点,"阴影豹无视宗凌，全力扑杀雪鹰。雪鹰力量爆发与之周旋，长枪刺伤阴影豹腹部却未能杀死。阴影豹发怒反扑，雪鹰体力急剧消耗陷入绝境。生死一线间，雪鹰全身力量涌动，终于突破""力量圆满如一""的隔膜，所有力量精细控制如水传递。长枪旋转刺出速度暴涨，瞬间刺穿阴影豹胸口至背部。阴影豹挣扎近半分钟方死，雪鹰躺地劫后余生。","雪鹰在死亡威胁下突破""力量圆满如一""，正式成为枪法大师，反杀五阶阴影豹。"
龙山楼黑铁令,《玄冰枪法》第一层,悟道、设定展开,修炼、设定、爽点,"宗凌循破坏痕迹赶到，见雪鹰已杀阴影豹（价值超十万金币）。雪鹰将阴影豹尸体收入储物吊坠。夜间雪鹰盘膝巩固""力量圆满如一""境界，持飞雪枪演练。此前枪法为""五枪境""，力量爆发勉强""七枪境""；如今常态即""七枪境""，配合飞雪神枪达""八枪境""，力量爆发达""十枪境""。随后雪鹰修炼《玄冰枪法》第一层""飘雪""，经一夜苦练，力量爆发下达到""十二枪境""，正式练成飘雪。","雪鹰练成《玄冰枪法》第一层""飘雪""，枪速达十二枪境，实力再次飞跃。"
龙山楼黑铁令,禀告首领,战斗描写、转折高潮,战斗、高潮,"次日雪鹰返回毁灭山脉灭银月狼群。枪法大成的雪鹰以""拨草寻蛇""之术将银月狼扫开两侧，直取银月狼王，上挑重创后一枪刺穿狼王喉咙钉于地面，残余百余头银月狼惊散逃。宗凌六刀解剖狼王取心脏（银月之心）与毛皮（近两千斤、值约五万金币）。弯刀盟探子""一只耳""与同伴在山头目睹雪鹰背着银月狼王毛皮经过，急报首领盖斌。",雪鹰灭银月狼群杀狼王取心脏，学费问题解决；弯刀盟探子发现雪鹰行踪，危机暗伏。
龙山楼黑铁令,地狱无门你自己闯进来,矛盾爆发、悬念设置,伏笔、冲突,"弯刀盟首领盖斌（流星骑士）在山腹老巢议事，得知雪鹰背着银月狼王毛皮经过，与天阶法师二首领等商议。盖斌判断宗凌可能已突破流星骑士、雪鹰应为天阶，决定设伏峡谷劫杀抢夺。雪鹰与宗凌行至大峡谷时，枪法大师的""神而明之""感应到前方煞气异常，转身欲退。盖斌率近千匪徒现身包围，狞笑道""地狱无门你自己闯进来""。",弯刀盟设伏包围，盖斌率近千匪徒围杀雪鹰与宗凌，矛盾全面爆发。
龙山楼黑铁令,杀人者，东伯雪鹰,战斗描写、转折高潮,战斗、高潮,"雪鹰与宗凌故意逃出一里避开埋伏圈后转身。雪鹰先以力量爆发短矛一轮抛射，两根短矛瞬间过百米射杀天阶法师二首领及多名天阶、地阶骨干，短矛贯穿密集匪徒如烤肉串。盖斌仅挡开两根短矛。短矛射尽后雪鹰持飞雪枪冲杀，以《玄冰枪法》第一层""飘雪""五枪压制盖斌，一记横扫将其轰飞撞山壁，随即一枪刺穿盖斌喉咙将其钉于山壁。仪水城第一盗匪盖斌殒命，杀人者东伯雪鹰。",雪鹰一轮短矛屠尽弯刀盟骨干，长枪刺杀盖斌，弯刀盟覆灭。
龙山楼黑铁令,恐惧,矛盾收束、伏笔埋设,伏笔、冲突,"残余匪徒崩溃四散，雪鹰追杀骑士级骨干，地面上留下两百多具尸体，弯刀盟骨干一个不留被彻底铲除。宗凌搜得盖斌储物戒指（内含金票八万五千金币及宝物，共约九万金币），雪鹰将戒指与五万金币交给宗凌管理。雪鹰命五名降匪带路去老巢，行至老巢所在大山时，枪法大师的""神而明之""感应到可怕威胁，急令撤退。大山山壁浮现巨大岩石脸孔，遥望雪鹰离去，自语""一个少年就如此厉害，背后或有人类强者""，随即悄然转移别处监视人类。雪鹰与宗凌以最快速度逃出毁灭山脉。",弯刀盟彻底覆灭，大山深处浮现神秘超凡存在（巨大岩石脸孔），重大伏笔埋设。
龙山楼黑铁令,情报,情节推进、悬念设置,伏笔,"雪鹰问宗凌发现了什么，雪鹰坦言仅是""随时可能丢命的感觉""，不知具体。二人骑飞霜马连夜赶回雪鹰领，与弟弟青石团聚。雪鹰背着银月狼王毛皮归来，铜三一眼认出大获成功。另一边，弯刀盟残余匪徒四散逃出后，""弯刀盟被雪鹰领少年领主铲除""的消息迅速传开。仪水城龙山楼楼主司安深夜被白发老者游图唤醒，得知弯刀盟被灭、盖斌被杀，且系一人之力，翻看卷宗断定""仪水城如今第一高手恐怕就是这位少年领主""。",雪鹰凯旋归家，龙山楼情报网获悉弯刀盟覆灭，司安关注雪鹰实力。
龙山楼黑铁令,龙山楼黑铁令（本篇终章）,转折高潮、核心伏笔,伏笔、高潮,"次日清晨雪鹰携银月之心拜访白源之大法师，白源之见心脏极为新鲜（采摘不足一时辰）狂喜，当场承诺收青石为亲传弟子并保证其成为法师，交付刻有""白""字的信物木牌。雪鹰又去还清飞雪神枪所欠一万金币。回城堡后将信物交给弟弟，青石兴奋无比。当日下午大雪中，仆人报龙山楼楼主司安亲至拜访。司安笑赞雪鹰铲除弯刀盟、背负银月狼王毛皮飞奔之事，称昨日所为今日便已知晓，龙山楼情报之强令雪鹰暗惊。司安表明来意：一为送上杀死通缉要犯盖斌的赏金，二则更重要的——送上龙山楼的黑铁令。雪鹰心头一颤，这一刻他已等了太久。",青石拜师成、飞雪枪欠款还清，龙山楼楼主司安亲送黑铁令，全篇核心目标达成，第一篇《龙山楼黑铁令》完整落幕。
青河郡司家,血刃榜和龙山榜,设定展开、人物引入,人物、设定,龙山楼楼主司安亲赴雪鹰领，送上杀盖斌赏金八百金币、黑铁令及龙山楼编的《帝国报刊》，并介绍黑铁令（流星级）、青铜令（称号级）、超凡三级实力体系；司安另递上龙山榜（帝国前三千青铜级强者排名）与血刃榜（血刃酒馆编的杀手榜），点出青河郡五位入榜青铜级强者排名，其中第一项庞云总排名525位、第二司良红总排名569位。,黑铁令、龙山榜、血刃榜三大设定登场，青河郡称号级强者格局首次铺陈。
青河郡司家,为人类夏族立功劳,设定展开、伏笔埋设,伏笔、设定,"司安详述司良红（血妖之躯、活过五百年、近似超凡）及司家一手遮天青河郡的势力格局，点出墨阳家族有一位伪超凡；介绍血刃酒馆与大地神殿同为最古老势力、血刃酒馆任务杀人无罪；讲解人类夏族炼金大法师定下的""功劳点""体系——凭功劳点可兑换金币至皇位乃至救人，黑铁级任务奖励十至一百功劳点、青铜级最低一千功劳点，一千功劳点可豁免大部分法律；司安承诺一月内查清东伯雪鹰父母情况。",功劳点兑换体系确立，为父母救援主线提供核心机制支撑。
青河郡司家,父母的过去,人物引入、情感展现,人物、情感,东伯雪鹰追问父母往事，狮人铜三讲述自己被贩为奴隶卖入墨阳家族、追随年幼母亲墨阳瑜的经历：母亲二十四岁时被家族强行安排嫁给一百五十二岁的老家伙以联姻，遂逃离墨阳家族，辗转结识宗凌与父亲东伯烈，在冒险中生下东伯雪鹰后定居青河郡，八年后被墨阳家族抓走；东伯雪鹰立志超越司良红与伪超凡，誓要救回父母。,父母被掳真相揭晓，东伯雪鹰救父母的执念与实力追求动机确立。
青河郡司家,比邻而居,环境铺陈、人物心理,情感、设定,"白源之大法师因不堪仪水城贵族打扰，迁居雪石山旁峰建造法师楼，东伯雪鹰欣然允诺；东伯雪鹰亦自建后山竹楼常居，以天地自然为师参悟枪法，展现枪法大师境界后""厚积薄发""的修行理念；将弟弟拜师之事与法师楼相邻的便利一并落实。","雪石山""一城堡一法师楼一竹楼""格局成型，东伯雪鹰进入参悟天地的修行阶段。"
青河郡司家,孔悠月,人物引入、伏笔埋设,人物、伏笔,白源之定居雪石山引大批平民贵族求见，东伯雪鹰一律不见客；父亲旧友孔海（商人）携女儿孔悠月来访，孔悠月有法师天赋，孔海备五千金币拜师大法师记名弟子，请东伯雪鹰出面引见；孔海重提当年与东伯烈夫妇曾议儿女结亲之事，实则精心安排女儿与东伯雪鹰朝夕相处；东伯雪鹰应允引见，白源之收五千金币允诺栽培孔悠月。,"孔悠月登场入住雪石山，孔海精心布局的""联姻算计""伏笔埋下。"
青河郡司家,不杀你，誓不为人,矛盾展现、情感展现,冲突、情感,"龙山楼司安一月后回报父母情报：母亲墨阳瑜关在墨阳家族禁地""雷潮涯""、已突破流星级大法师；父亲东伯烈在东香湖炼金作坊做苦役，遭墨阳辰白（其女因母亲逃婚被迫出嫁而怀恨）长期折磨、靠法师一次次治疗才不死；东伯雪鹰怒不可遏，立誓""不杀墨阳辰白誓不为人""，但知投机取巧无法救父，需凭实力积攒功劳点。",父亲遭受折磨的残酷真相曝光，东伯雪鹰对墨阳辰白起杀心，父母救援矛盾激化。
青河郡司家,十一万金币,转折高潮、设定展开,设定、高潮,"司安点明救父最简方案——积攒两万功劳点换""荣誉侯爵""爵位（侯爵不可被囚禁打杀），但黑铁级任务攒两万功劳点需三十余年，东伯雪鹰决意先提升实力至称号级再接青铜级任务；为保父亲性命，东伯雪鹰拿出十一万金币（卖银月狼王材料等所得近十二万），经龙山楼买通东香湖炼金大师许光清（银月级、铎羽郡炼金第一、墨阳家族外姓长老），将东伯烈召入法师塔做助手免受折磨。",荣誉侯爵营救方案确立，十一万金币买通炼金大师保住父亲性命。
青河郡司家,六年后,设定展开、转折高潮,设定、高潮,"时间跳跃六年后，孔悠月、东伯青石、东伯雪鹰皆已长大；东伯雪鹰六年苦修使身体力量按炼金假人测试达称号级巅峰（力量血脉爆发可翻倍），但至今未达""天人合一""，斗气仍为流星级；孔悠月（19岁）送点心至竹楼，二人关系亲近；东伯雪鹰决意接任务积攒功劳点。",六年修行成果揭晓，东伯雪鹰身体力量达称号级巅峰，实力成长线推进至关键节点。
青河郡司家,选择任务,情节推进、人物心理,情感,东伯雪鹰与孔悠月回城堡午饭，得知弟弟青石有女友；告知宗凌铜三准备先接一次黑铁级任务练手、下次申请青铜令接青铜级任务；选中一青河郡境内任务——攻打一犯死罪城堡，需五名银月级高手，奖励一百功劳点，六月一日前在郡城龙山楼集合。,首次黑铁级任务选定，东伯雪鹰开启郡城任务线。
青河郡司家,万里路途,环境铺陈、战斗描写,战斗、设定,"东伯雪鹰骑踏雪马驹自雪鹰领出发，日夜兼程赶赴青河郡城（直线六千里、官道约万里）；途经冷琼山大峡谷，无视商队结伴警告单骑闯山；冷琼山盗匪团伙""冷琼八鹰""（三位流星级、两位天阶法师、三位天阶骑士）正劫掠一支商队，见东伯雪鹰单骑便放箭试探。",万里路途铺陈青河郡地理，冷琼八鹰盗匪团伙登场，战斗一触即发。
青河郡司家,青河郡城,战斗描写、爽点设置,战斗、爽点,东伯雪鹰轻松拨落箭雨冲上山，冷琼八鹰大首领惊觉其为称号级跪地求饶仍被一枪扫毙，东伯雪鹰连杀三十余名盗匪（含另两名流星级骑士首领），余匪四散；救下被劫商队十余人，收冷琼八鹰储物宝物及金票约十五万金币，护送出峡谷后继续赶路，两天后抵达城墙高达百米、常住人口过千万的青河郡郡城。,东伯雪鹰称号级实力首次在实战中碾压式展现，斩获十五万金币，抵达郡城。
青河郡司家,齐聚一堂,人物引入、环境铺陈,人物、设定,东伯雪鹰入郡城龙山楼，住嘉慧园小院，对面住着一位气质如冰莲的青袍女法师（气息比白源之还强）；次晨五人任务小队齐聚——银月大法师余靖秋（25岁、长风学院天之骄女、超凡大法师亲传）、司家纨绔司柏荣（银月骑士、五十余岁）及其护卫梁雍（银月骑士）、老银月骑士唐熊（160余岁）；司柏荣轻视东伯雪鹰，余靖秋坐到东伯雪鹰旁边避开司柏荣。,任务小队五人集结，余靖秋、司柏荣、唐熊、梁雍等关键人物登场。
青河郡司家,分坛,设定揭示、悬念设置,伏笔、揭示、设定,"龙山楼郡城楼主元五宣布任务规矩（保密、有生命危险），揭露任务目标——摧毁曲泰城第一大家族卢家城堡、击杀族长卢怀如（流星级法师、擅长炼金），并揭示卢家实为某邪神魔神在青河郡的分坛；五人无异议，乘飞舟出发；同时揭示卢家城堡内隐藏一名""神使大人""（怪物般壮汉、从薪火世界逃出休养），卢怀如巴结神使。",卢家魔神分坛身份揭示，称号级神使暗中潜伏，任务危险度远超预期。
青河郡司家,恐吓威胁,矛盾展现、人物心理,冲突、情感,"五人乘价值约三十万金币的炼金飞舟赴曲泰城，商定傍晚时分袭击；司柏荣在甲板上以司家权势威胁东伯雪鹰——扬言可诬东伯家窝藏兽人叛贼、废兄弟二人修为使其为奴，逼东伯雪鹰低头认错并送五万金币；东伯雪鹰斥其为""蠢货""，指出任务中威胁同伴只会招致报复，司柏荣反而心生忌惮，担心东伯雪鹰任务中暗算自己。",司柏荣与东伯雪鹰矛盾爆发，司家权势压迫与东伯雪鹰强硬回击形成冲突。
青河郡司家,降临,战斗描写、环境铺陈,战斗、设定,"飞舟傍晚抵达卢家城堡上空，余靖秋施旋风术助五人悄然跃落内城堡屋顶，却触发屋顶警戒法阵暴露行踪；余靖秋施展""冰霜领域""覆盖整个城堡，士兵仆人两三千人冻得瑟瑟发抖被迫外逃；五人跃下屋顶正面攻打内城堡；卢怀如见状退入内城堡隐秘深处，自信凭机关陷阱及神使可应对。",卢家城堡攻打战正式打响，余靖秋冰霜领域压制全场，内城堡机关陷阱伏笔铺垫。
青河郡司家,魔神水石,设定展开、伏笔埋设,伏笔、设定,"余靖秋施展两条五阶法术""寒冰之蛇""（力量媲美称号级、无要害）开路，摧毁内城堡大量机关法阵；司柏荣安排自己在余靖秋保护中间、东伯雪鹰唐熊殿后；内城堡深处卢怀如布置""第七走廊""绝杀陷阱，命三名护法吞服""魔神水石""（流星银月骑士实力大增的宝物）实力飙升后伏击；神使壮汉现身宝座旁，轻视来袭者。",寒冰之蛇开路与第七走廊绝杀陷阱对峙，魔神水石宝物设定登场。
青河郡司家,绝杀陷阱,战斗描写、矛盾爆发,冲突、战斗,五人入第七走廊转角大厅触发绝杀陷阱——地面移动露毒矛坑、四面墙壁崩塌露数百机械弩箭齐射；梁雍分心救司柏荣致右臂被弩箭斩断，三护法吞魔神水石后突袭；司柏荣一交手即暴退弃梁雍于不顾，梁雍独臂抵挡被护法弯刀割喉毙命；东伯雪鹰出手，两道枪影瞬间刺穿刚杀梁雍的两名护法喉咙，唐熊亦斩杀最后一名护法。,绝杀陷阱爆发，护卫梁雍毙命，东伯雪鹰枪法首次凌厉展现，三护法被灭。
青河郡司家,快逃！,转折高潮、悬念设置,伏笔、高潮,"东伯雪鹰自然走到队伍最前，四人继续深入地下大殿；大殿内宝座上坐着怪物般壮汉神使，卢怀如恭敬侍立一旁；神使觊觎余靖秋美貌、欲杀两男留女；老银月骑士唐熊认出神使身份大惊失色，喊""快逃""即被神使以天地之力压制、掷金属块穿透头颅毙命；卢怀如落下三重闸门封死退路；司柏荣跪地求饶，余靖秋宁死不屈；东伯雪鹰开口""竟然让我碰到了一名称号级存在""。",神使称号级身份曝光，唐熊毙命，退路封死，东伯雪鹰挺身迎战。
青河郡司家,大碰撞,战斗描写、转折高潮,战斗、高潮,"东伯雪鹰展露锋芒与神使正面对决，神使以天地之力压制对其影响甚微；双方先以暗器交锋——东伯雪鹰甩出短矛威力惊人、神使掷黑色弧形镖；继而近身肉搏，东伯雪鹰双手怒劈长枪逼退神使十余步，神使施""血斧轮回""连绵斧攻被东伯雪鹰一枪横扫震退撞墙；东伯雪鹰凭力量圆满如一、超凡枪术及神兵飞雪神枪压制神使一头。",东伯雪鹰与称号级神使正面大战，枪法大师之力压制对手，称号级巅峰对决展开。
青河郡司家,禁术,设定揭示、战斗描写,战斗、揭示、设定,"神使施展魔神所授禁术，将壮硕身躯（两米四五）缩小至一米八，血肉筋骨化为黑色气流缠绕体表宛如恶魔，实力全方位飙升；东伯雪鹰毫不畏惧，玄冰枪法""飘雪""铺天盖地笼罩神使；神使以""血斧灭世""将黑色气流缠于血斧增大威力横扫，东伯雪鹰被迫变招连连后退被压制；东伯雪鹰决意爆发力量血脉。",魔神禁术使神使实力飙升，东伯雪鹰被压制决意爆发太古血脉。
青河郡司家,分生死,战斗描写、转折高潮,战斗、高潮,"东伯雪鹰爆发太古血脉（隐约血红色气流环绕），枪法速度飙升，单手甩刺逼神使合斧抵挡，继而无数枪影笼罩连刺数百枪；神使仓皇防守不敢对攻，最终长枪从双斧缝隙刺入贯穿神使喉咙毙命；东伯雪鹰取下神使两枚大型储物戒指（空间均约三米长宽高）；揭示神使真名""血斧骑士仇凡""（称号级、从薪火世界逃出的魔神使者），除已死的唐熊外无人知其身份。","东伯雪鹰爆发力量血脉击杀称号级神使""血斧骑士仇凡""，收获两枚大型储物戒指。"
青河郡司家,你，还好吗？,转折高潮、情感展现,情感、高潮,"卢怀如疯狂触发机关令整个地下大殿爆炸同归于尽；余靖秋瞬发寒冰倾斜面卸力，司柏荣竟抓住余靖秋手臂将其当盾牌挡在身前；东伯雪鹰感应爆炸瞬间持盾冲向二人，一脚踹飞司柏荣，单手抱住余靖秋以身体和盾牌护住她；大殿完全崩塌，二人被数米厚乱石掩埋；余靖秋在黑暗中听到东伯雪鹰问""你，还好吗？""，心生激荡，视其为""了不起的大英雄""。",卢怀如自爆同归于尽，司柏荣无耻以余靖秋为盾，东伯雪鹰舍身相救，二人情谊萌生。
青河郡司家,收获，返回,情节推进、人物心理,情感,东伯雪鹰单臂顶开乱石带余靖秋脱困，寻找尸体发现神使、唐熊、卢怀如、司柏荣均支离破碎；东伯雪鹰将梁雍、司柏荣、唐熊三人的储物宝物交龙山楼人员送还其家族（一件未取）；龙山楼飞舟送二人返郡城；余靖秋问东伯雪鹰住处，得知其居仪水城雪鹰领；东伯雪鹰暗喜此次收获使己成青河郡排前十的巨富。,任务收尾，东伯雪鹰拾金不昧交还遗物，与余靖秋返郡城，收获巨富。
