卷名,章节名,type,tag,summary,core
秘技三秋叶,拜访玉阳宫主,人物心理、悬念设置,伏笔、情感,"云符安在酒楼听曲闻孟川悟秘技击败吴琦之讯，脸色阴沉，""哼，悟出秘技又怎样，成神魔还差得远""。东宁府各方议论云家刚解除婚约却逢孟川一飞冲天。孟川与柳七月打赌揭晓——孟川早已突破，柳七月赌输需做一个月晚饭，柳七月虽不服但一言既出驷马难追。孟大江叮嘱孟川勿骄傲，父子比试。孟川画""三秋叶""长卷画记录心境。白衣少年晏烬与老仆行至东宁府，言""这是我娘的家乡""，前往玉阳宫拜访玉阳宫主。","云符安对孟川敌意加深；晏烬身份悬念埋设（""我娘的家乡""）。"
秘技三秋叶,斩妖盛会,环境铺陈、设定展开,设定,三月初三，镜湖道院院长葛钰率孟川、吴琦等六弟子赴玉阳宫斩妖盛会。玉阳宫为元初山在每座府城所建圣地，玉阳宫主为东宁府最强存在。八大道院、五大家族、朝廷官府各设席位。孟川见云青萍、云符安、云家族长云符成等云家众人。玉阳宫主（玉石雕刻般的高大青年）登场，身后站着梅元知与白衣少年晏烬。知府宣布斩妖盛会规矩：少年英杰上擂台与妖怪生死搏杀，抵挡不住跳下擂台可活命，外人不得插手。第一头猪妖登场，断臂男子以美食诱之连胜可回牢。,玉阳宫斩妖盛会开幕，玉阳宫主、梅元知、晏烬同台亮相，妖怪搏杀规则确立。
秘技三秋叶,人族和妖族,战斗描写、设定展开,战斗、设定,烈阳道院张如尚（擅盾牌）首战猪妖，猪妖隐藏实力一爪震飞张如尚使其吐血退场。春雨道院夏侯竦刀法精妙却因刀被猪妖肌肉卡住，被一掌拍飞重伤（幸赖家传护身宝甲保命）。风央道院神箭手阮密登场，以连珠箭射穿猪妖双腿令其速度减半，最终第十二箭贯穿猪妖头颅将其射杀。展现妖怪身体强横、生命力顽强、会算计隐藏实力等特点，及人族服兵役战死过半的残酷背景。,三场人妖搏杀展现妖怪凶残狡诈与人族弓箭手威力，铺垫孟川登场。
秘技三秋叶,孟川登场,战斗描写、爽点设置,战斗、爽点,狼妖连胜三场，撕碎白家子弟白凤奇手臂（其祖父怒斥却眼泛红光）。柳七月射杀猫妖后败于豹妖退场。二十三位道院弟子搏杀后，孟川作为唯一悟秘技者最后登场。面对连胜两场的大妖羊妖，孟川因对妖怪的深仇（六岁浩劫记忆）而杀意浓烈，身心技合一爆发超常力量，一刀斩落羊妖头颅——仅一刀毙命。玉阳宫主向梅元知评点孟川心性不错。云符安眼神阴冷，云青萍则首次心生波澜。,孟川首次杀妖，一刀斩杀羊妖，展现对妖族的刻骨仇恨与超水平临战状态。
秘技三秋叶,隐藏的妖王血脉,战斗描写、转折高潮,战斗、高潮,"孟川继续留在擂台，玉阳宫安排大妖虎妖登场（长期饥饿仅巅峰三成实力）。孟川以""一触即分""战术凭飘忽身法连划虎妖数刀，重伤其下腹部。虎妖危急时爆发隐藏的""妖王血脉""怒吼，黑色波纹冲击令孟川双耳流血，孟川挡下致命一爪后被轰飞，却机智点擂台借力暴退跳出擂台保命。玉阳宫主惊觉虎妖藏有妖王血脉。虎妖下腹伤口过深无法再爆发血脉。玉阳宫主令白衣少年晏烬登场——众人惊愕，晏烬竟仍是洗髓境。",虎妖爆发妖王血脉吼伤孟川，孟川机智退场；晏烬以洗髓境身份登场迎战大妖。
秘技三秋叶,晏烬和梅元知,战斗描写、人物引入,人物、战斗,"晏烬双手双剑（一阴一阳）正面硬抗虎妖，天生神力令其爆发力量达虎妖八成，剑术达合一境。虎妖再度爆发妖王血脉，晏烬硬扛嘴角带血仍站稳。虎妖下腹伤口在全力爆发下崩裂，伤势加重被晏烬压着打，最终一剑刺穿虎妖眉心毙命。晏烬下擂台时对孟川说唯一一句话：""如果不是你将它重伤，它速度还能快上三成……我也只能逃命""，展现骨子里的骄傲。脱胎境弟子陆续登场，二十四位中三位悟出秘技者表现精彩但潜力不及孟川、晏烬。末场预告：梅元知对战凝丹蜈蚣大妖。",晏烬击杀虎妖并致谢孟川，其天生神力与合一境剑术惊艳全场。
秘技三秋叶,斩妖盛会结束,战斗描写、转折高潮,战斗、高潮,"梅元知对战凝练妖丹的蜈蚣女妖（六臂黑甲壳、女性面孔）。梅元知以""冰势""分化七道剑光迷惑，真身近前一剑刺头颅，女妖夹住长剑，梅元知炸裂长剑碎片伤其面门，双掌凝冰劈其胸膛轰飞女妖。女妖狂怒碎裂妖丹爆发妖力，六手掌射出数百道黑光攻击观战的烈阳、风央道院弟子，尾巴刺向梅元知。玉阳宫主一声""定""，虚空一震粉碎数百黑光，凝固蜈蚣女妖，几步走到擂台将其切割粉碎。女妖临死狂言""这世界终究是妖族的""。玉阳宫主宣布斩妖盛会结束，知府告诫弟子们将来战场更危险需用心修炼。",蜈蚣女妖碎妖丹搏命欲杀道院弟子，玉阳宫主展露神魔级实力镇压，斩妖盛会落幕。
秘技三秋叶,初见姑祖母,人物引入、设定展开,人物、设定,"孟川回忆院长葛钰所言——自创一套顶尖刀法可悟出刀势，葛钰在沁阳关十二年自创邪诡刀法悟势。孟大江带孟川至祖宅拜见姑祖母孟仙姑。孟仙姑交付一滴""神魔玉髓液""（倾尽家族多年积累所换），嘱孟川修炼神魔体时立即服用以打造雄浑神魔根基，并坦白自己重伤仅剩七八年寿命，""等不了太久，必须全力栽培你""。她还承诺将自己在元初山八十年积累的功劳，转至孟川名下（条件是孟川二十岁前悟出刀势）。孟川感到莫大压力但冷静接受。",孟川初见姑祖母，获神魔玉髓液并得知仙姑寿限，承担家族复兴重任。
秘技三秋叶,孟川的修行路,悟道、人物心理,修炼、情感、爽点,"孟仙姑引述安海王（元初山地位极尊的神魔）的指点——""循着直觉，循着内心中最喜欢的方向一路前进""。孟大江回忆自己服兵役十年专精三招刀法，初遇亡妻孟念云时与妖怪搏杀格外空灵而悟出刀势。孟仙姑评点：院长自创刀法在于""博""，孟大江在于""精""，神魔邓风专精一刀却被元初山招揽弥补缺陷。孟川结合""修行九条""确立方向：杀敌、护身、逃命三方面自成体系，专精三条路；杀敌招选""拔刀式""（循内心对""快""的喜爱）。开始以护卫手弩射飞箭、拔刀劈箭的修炼。","孟川融汇前辈指点确立""杀敌/护身/逃命""三招专精修行路线，选择拔刀式为杀敌招。"
秘技三秋叶,父与子,设定展开、伏笔埋设,伏笔、设定,"详述孟川每日三修：一、拔刀式每日八千次劈飞箭（追求更快更准，以树上刀气痕迹上移衡量进步）；二、身法护身刀法——三排共三十名洗髓境、六名脱胎境护卫齐射箭雨，孟川闪避抵挡半个时辰；三、夜间极限拔刀式——以经脉极限爆发真气，身法刀法更快，全力可施展三十一次。孟大江秘密出远门，其酒楼第一的秘诀""莲鱼粉""来源保密。画面转至孟大江与柳夜白在余昉府荒野，孟大江变瘦且咳血受伤，柳夜白心疼他一次次出生入死换""冰心果""为孟川打造神魔根基，孟大江言""为了川儿，付出再多都值""。",孟川每日三修体系展开；孟大江秘密出生入死换奇珍的伏笔深化。
秘技三秋叶,洗髓境圆满,情节推进、伏笔深化,伏笔,"孟大江与柳夜白潜入余昉府城（避开悟出势的守备王潜樊的感应），在富商宅院中孟大江以大量肉食配合丹丸疗伤（奇特修行法门：吃即可变强），六天增重八十斤恢复巅峰胖模样后离去，富商仆人如梦初醒。五月初二二人回到东宁府镜湖孟府，孟大江携""冰心果""归。五月十一深夜孟川洗髓换血圆满。五月十二孟大江带孟川至祖宅，孟仙姑交付神魔玉髓液瓷瓶，询问孟川选择何种神魔体——详述十六种基础神魔体各有擅长（防护、生命力、力量、速度、感知、区域影响等），一旦选择终身不改。",孟大江携冰心果归家；孟川洗髓圆满，面临神魔体抉择。
秘技三秋叶,孟大江隐藏的奇珍,转折高潮、伏笔埋设,伏笔、高潮,"孟川选择""雷霆神体""——十六种基础神魔体中速度最快者，与其快刀特长强强结合。孟仙姑详释雷霆神体成神魔后更可怕（身化雷霆、速度超绝、杀招可怕、易逃命），但""生死关""更难（突破时有雷电劈下，需更深厚根基）。孟大江带孟川至密室，出示三件天地奇珍：冰心果（修炼神魔体第一天服）、神魔玉髓液（第三天服）、星灵草（价值数倍于神魔玉髓液，每日一点一个月吃完）。孟川震惊——星灵草来历不明比家族倾力之物更珍贵。孟大江拒绝透露来源，""该你知道时会让你知道""，暗藏秘密。夜间孟大江独对亡妻画像低语，称星灵草是""念云""留给孟川的。孟川于密室开始突破脱胎境，真气入一百八十二窍穴构成雷霆神体核心立体图，闪电滋生融入身体开始蜕变。",孟川选雷霆神体开始突破脱胎境；孟大江出示三件奇珍，亡妻孟念云留星灵草之谜埋设。
秘技三秋叶,那些人那些事（本集终章）,设定展开、转折高潮,设定、高潮,"孟川服用冰心果、星灵草及神魔玉髓液，配合每日修炼，身体持续向雷霆神体蜕变。一个月后神魔体蜕变放缓（爆发期已过），仅脱胎境前期其肉身与真气已媲美脱胎境圆满，神魔根基雄浑恐怖，在整个东宁府前所未有。三长老（光头精瘦老者）亲至孟府，赠予孟川一张神魔传承残页——刀法""摇落月""，温柔唯美却阴狠毒辣至极，可传承十余次后残页粉碎。孟川决定成神魔前仅参悟九次，每日下午加练半个时辰""摇落月""。玉阳宫寒云池中，晏烬已达脱胎境中期仍坚持每日三时辰苦修，玉阳宫主劝诫无果。当年腊月，梅元知赴元初山参加入门考核最终失败，前往沁阳关服兵役，消息传回东宁府有人嗤笑有人叹息，孟川感压力——进元初山门槛极高，必须比梅元知更强。","孟川脱胎前期即媲美脱胎圆满，获神魔传承""摇落月""；晏烬苦修、梅元知考核失败，本集落幕。"
众生相,名叫红雨的姑娘,人物引入、环境铺陈,人物、设定,孟川踏入脱胎境已一年，在镜湖道院指点师弟周潜剑法后与柳七月前往云江酒楼吃饭。道院弟子周潜回到周府，得知贴身丫鬟红雨被黑狼帮小喽啰魏老大以三百两假欠债强抓抵债。周潜欲出面营救，被父亲周鹤阻止——黑狼帮背后是神魔家族白家，周家惹不起。周潜暗中让孩童铁生去云江酒楼找孟川求助。,红雨被掳事件引发周潜向孟川求助，为闲石苑事件埋下导火索。
众生相,晏烬出手,人物引入、情节推进,人物,孟川与柳七月在云江酒楼遇玉阳宫少年晏烬。孩童铁生赶到求助，孟川吩咐手下处理。晏烬却主动出手，持玉阳宫令牌要求铁生带路立即救人。孟川、柳七月一同前往。魏老大认出孟川后腿软，老仆亮出玉阳宫令牌威慑，魏老大供出红雨已被送往闲石苑。,晏烬嫉恶如仇主动介入，孟川、晏烬联手前往闲石苑救人。
众生相,闲石苑的女子们,环境铺陈、悬念设置,伏笔、设定,孟川、晏烬一行人进入闲石苑——黑狼帮调教女子的六大据点之一。华袍老者护法谄媚应对，七名女子被带出后却各自讲述辛酸故事，并非被强迫而是无路可走才入烟花之地，令孟川等人发蒙。同时揭示闲石苑地下隐秘殿厅中，一名修炼妖法的驼背男子（天妖门强者）正以人心脏修炼，得知外面动静后下令必要时杀掉孟川等人。,闲石苑女子各有辛酸颠覆孟川认知，天妖门强者潜伏于地下殿厅首次现身。
众生相,妖气外放,矛盾爆发、战斗描写,冲突、战斗,"孟川等人心有不甘要求搜查闲石苑，华袍老者阻拦未果。驼背男子现身，体表爆发浓郁绿色妖气，以石子为兵器袭击众人，当场毙命三名帮众及两名无辜女子。孟川、晏烬、老仆三人在死亡危机下全力抵挡。老仆认出对方为""天妖门，妖气外放""的人族叛徒。",天妖门妖气外放强者正式出手袭击，闲石苑事件骤然升级为生死危机。
众生相,求救,战斗描写、转折高潮,战斗、高潮,"晏烬独挡一半石子但被驼背男子一爪拍飞重伤。孟川以刀法""摇落月""救下晏烬，却被驼背男子以断裂指甲（灭绝指）重伤，妖气侵入体内。柳七月射箭无效，老仆服用神血丹实力暴增缠住驼背男子。柳七月背着孟川、晏烬撤离，众人连放求救烟花筒。孟大江、柳夜白在酒楼看到求救烟花立即赶往。",孟川、晏烬重伤濒死，老仆拼命断后，求救烟花惊动孟大江、柳夜白。
众生相,查个底朝天,矛盾收束、人物心理,冲突、情感,驼背男子忌惮五大神魔家族和玉阳宫强者赶到，十个呼吸后主动撤退。老仆与孟川等人汇合，孟大江、柳夜白赶到。孟仙姑轻易驱逐孟川体内妖气。柳夜白、孟大江下令彻查黑狼帮所有据点。黑狼帮帮主刘昶得知闲石苑出事，为灭口暗杀知情弟子阿全，随后被白家三爷带去见白家家主。,天妖门强者撤退，黑狼帮帮主刘昶灭口知情人，孟家、玉阳宫全面彻查黑狼帮。
众生相,周家的命运,人物心理、矛盾展现,冲突、情感,红雨姐弟逃回周府报信。周鹤带周潜携重礼赶往孟府请罪。孟仙姑告诫孟川日后遇到天妖门强者要避让。孟大江得知周潜暗中指使铁生找孟川帮忙后震怒，孟川为周潜求情。孟大江收下周鹤赔礼的千年人参（价值万两），罚周潜一百鞭子了结此事。周家借此逃过一劫。,周家因孟川求情免于覆灭，周鹤的周旋手腕与周家处境的艰难展现。
众生相,众生相 上,人物心理、氛围营造,情感、设定,八天后，孟川翻看玉阳宫结案卷宗：黑狼帮被判无辜但帮主刘昶判服兵役三年、副帮主苦役十年；白家被罚五十万两银子；闲石苑被救女子大多因债务等原因再度走向泥潭。孟川深感无奈憋屈，出门散心。在面馆看到夫妇逗孩子吃馒头、苦力汉子喝酒聊天、老人带孙女去找爹等场景，心中亮堂许多。,孟川翻阅卷宗见识世间无奈，街头所见普通人生活的希望令其心境释然。
众生相,众生相 下,悟道、转折高潮,修炼、高潮、爽点,"孟川在路上遇一位断腿断臂的残疾老人，老人讲述当年沁阳关抵御妖族之战（两万军士仅一千六百三十三人生还），每日出来看着街上人们便觉开心。孟川感悟""人有千百种，有些自甘堕落，有些身处深渊依旧笑容灿烂""。此后孟川历时四个多月绘成八米三巨幅长卷《众生相》，画出东宁府三教九流及边关将士。画毕心灵生出莫大圆满感，眉心识海中人形魂魄彻底凝实，孟川内视发现眉心存在一虚无空间。",孟川画成《众生相》长卷，心灵圆满触发眉心空间（识海/魂魄）觉醒。
众生相,蜕变,设定揭示、悟道,修炼、揭示、设定、爽点,"孟川发现眉心空间内有与自己一模一样的半透明小人，闭眼可感应周围十丈纤毫毕现（连蚂蚁腿上毛刺都看清）、一里内感应一切生命气息。在感应下，刀法的不完美之处清晰可见，孟川夜间苦练拔刀式，身法比平常快五成，触摸到""势""的门槛。次日清晨，两个疑似盗匪的陌生人混入城中。孟川欲与父亲商议眉心空间之事。",眉心空间觉醒带来感知蜕变，孟川触摸到势的门槛。
众生相,拜访姑祖母,设定展开、悬念设置,伏笔、设定,"孟川先告知父亲孟大江眉心空间之事，孟大江闻所未闻。二人拜访孟仙姑，孟仙姑亦从未听过眉心空间。孟仙姑猜测眉心空间即传说中的""识海""，内有魂魄，关系到更强大神魔的修炼——曾听好友提及魂魄居于识海。孟仙姑嘱咐务必保密，待入元初山翻看典籍方知奥秘，并要求孟川尽早悟出势。","孟仙姑猜测眉心空间即""识海""，关系更强大神魔修炼，嘱咐保密待入元初山求知。"
众生相,血云盗,人物引入、伏笔埋设,人物、伏笔,孟仙姑叮嘱眉心空间不可胡乱尝试，顺其自然。孟川返回修炼拔刀式，凭借感应能力预判护卫射箭时机，展现惊人感知。同时，血云盗大胡子男子（赵兄）与肥胖大汉在东宁府一处宅院与银发老者交易赃物，最后拿出一块残破黑铁片——无文字图画却散发极强神魔气息，要价十万两。买方儒雅男子仅愿出两万两，交易未成。儒雅男子命人画出黑铁片图像去请示堂主。,血云盗出售神秘黑铁片，神魔气息极强却用途不明，为黑铁天书残片伏笔埋设。
众生相,心魂之力,设定揭示、悟道,修炼、揭示、设定、爽点,"孟川在护身刀法身法修炼中，近距离箭雨下紧急时刻强烈渴望挡住一箭，有无形力量融入刀中令刀快了些许；继而无形力量融入全身，身心技合一，对肉身感知掌控强了太多倍，爆发潜力暴增，但仅一个呼吸便头脑眩晕。孟川将此无形力量命名为""心魂之力""，并意识到融入全身消耗比融入一刀大十倍。同时天妖门东宁分堂儒雅男子（李香主）将黑铁片画卷呈报驼背副堂主。","孟川发现并命名""心魂之力""，心魂之力可融入刀法或全身短暂暴增实力。"
众生相,势,悟道、转折高潮,修炼、高潮、爽点,"驼背副堂主对黑铁片不以为然。孟川夜间融入心魂之力施展极限拔刀式，真气爆发十五倍，仅第四刀便悟出""刀势""——天地万物尽皆有势，有刀势统领可更深挖掘身体潜力、真气可离体攻击。刀光形成的刀气切开数丈外院墙。孟大江、柳夜白感应到陌生势的气息冲来查看，孟川承认自己悟出了刀势。",孟川十六岁悟出刀势，真气可离体，刀法实现质变。
众生相,碧云楼,转折高潮、人物心理,情感、高潮,孟大江、柳夜白震惊于孟川十六岁悟出势。孟大江拉动求救烟花筒召来孟仙姑，孟仙姑确认孟川真气离体后激动不已。孟仙姑嘱咐悟势之事保密至明年年中再公开（十七岁悟势震撼性小很多），并搬到镜湖孟府居住陪孟川修炼。悟势第七天夜里，孟川凭一里感应发现大半里外有两股浓烈血腥气息，前往碧云楼青楼探查。,孟仙姑嘱咐悟势保密至次年公开，孟川凭感应发现血腥气息前往碧云楼。
众生相,血云盗二当家,悬念设置、伏笔深化,伏笔,"孟川进入碧云楼引发青楼女子们轰动。孟川在雅间借助十丈感应，清晰""听到""同在二楼另一雅间的血云盗两名大盗对话——大胡子男子易容，计划再玩两天离开东宁府进山。孟川凭感应辨认出大胡子的易容手段（假发假胡子假皮），联想到通缉犯""血手赵灿""（光头精瘦、左脸黑痣），确认其身份为血云盗二当家。孟川起身前往二盗所在雅间。",孟川凭感应识破血手赵灿易容身份，确认血云盗二当家行踪。
众生相,刀斩血云盗,战斗描写、转折高潮,战斗、高潮,"孟川进入雅间当场一刀斩杀肥胖大汉。血手赵灿（无漏境）从窗户逃出，孟川追杀。碧云楼客人们目睹孟川杀意冲天。赵灿施展""血魔手""双掌抵挡，被孟川断其一臂后施爆发神魔禁术撞墙逃遁。孟川追出一里地，施展出五成实力并融入心魂之力，断赵灿一腿。赵灿以银票、黑铁片和血云盗宝藏求饶，孟川不为所动，一刀割喉将其斩杀。孟川收走银票和黑铁片。",孟川斩杀血云盗二当家血手赵灿，获得黑铁天书残片。
众生相,传遍全城,情节推进、人物心理,情感,孟川吹哨召集孟家人处理尸体。斩杀血云盗二当家的消息传遍全城，云符安等富家子弟议论纷纷，推测孟川达合一境巅峰、两三年内可能悟出势。孟大江将一万六千两战利品银票交给孟川。孟川夜间研究黑铁片，意识被吸引其中。,孟川斩杀血云盗消息传遍全城，外界低估其实力；孟川意识被黑铁片吸引。
众生相,《雷霆灭世刀》,设定展开、伏笔深化,伏笔、设定,"孟川意识被引入黑铁片中，看到一名伟岸男子在山巅挥劈一刀，恐怖刀光劈中孟川意识致其昏迷头痛流血。醒来后头痛数日方缓，眉心空间小人黯淡许多。三天后开始研究传承讯息——为《雷霆灭世刀》第十七式""五雷降世""（注：后文第二十三章称""五绝灭世""），仅得前两刀诀窍（共五刀），每一刀比前一刀更强，第五刀产生质变。两个月余完全恢复后开始修炼前两刀，需调动心魂之力方能施展。同时天妖门堂主慕容游出关，屠副堂主告知黑铁片之事。",孟川接受黑铁天书《雷霆灭世刀》传承，仅获第十七式前两刀诀窍，天妖门堂主慕容游出关。
众生相,黑铁天书残片,设定揭示、悬念设置,伏笔、揭示、设定,慕容游翻查画卷，确认血云盗所卖黑铁片为黑铁天书《雷霆灭世刀》残片（完整天书碎裂为26块之一）。完整黑铁天书贡献妖族可换一百万大功，一片残片值一万大功。三位天妖门首领决定不惜一切夺取残片。天妖门以妖术控制孟川小院打扫的老仆和丫鬟搜查，未找到黑铁片（孟川将其藏在父亲地下密道密室中）。慕容游决定活捉孟川逼问残片下落。,黑铁片身份确认为黑铁天书残片，天妖门决定活捉孟川逼问。
众生相,夜幕下的截杀,矛盾爆发、战斗描写,冲突、战斗,"二月初六夜，孟川与柳七月、晏烬饭后分别。孟川感应到三股妖异气息逼近，让柳七月先走。天妖门三高手——堂主慕容游（金瞳白眉，凝练妖丹）、副堂主高老三（驼背男子）、副堂主屠尚（雄壮大汉）——三方围堵截杀孟川。孟川假装仓皇逃命，拉动求救烟花筒。孟川选择向高老三方向突围，待其追近后瞬间拔刀，施展""雷霆极限拔刀式""（心魂之力+十五倍真气+刀势+雷霆灭世刀诀窍），一刀将高老三斩为两段。",天妖门三高手截杀孟川，孟川以雷霆极限拔刀式一刀斩杀副堂主高老三。
众生相,什么怪物!!!,战斗描写、转折高潮,战斗、高潮,"慕容游、屠尚震惊于孟川一刀斩杀高老三。孟川补刀杀死仅剩上半身的高老三后，转而杀向屠尚。屠尚心惧逃向慕容游方向。孟川以十丈领域精准掌控战场，利用慕容游挥出的弯刀，以刀轻碰引导其变向误伤屠尚，趁乱以阴柔刀法""摇落月""割喉斩杀屠尚。慕容游不敢相信成了帮手。孟川目光转向慕容游。",孟川借力打力以慕容游之刀误伤屠尚，趁机斩杀副堂主屠尚。
